Product_ID,name,Category,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_on_sale,IN_price_current_inr,IN_price_current_usd,IN_price_original_inr,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,date,exchange_rate,Source File,Segment
9001766,EMBROIDERED TULLE DRESS - Blue / White | ZARA United States,GENERAL,Blue / White,49.9,,100.0,True,2950.0,31.65,,100.0,,True,18.25,100% polyester | 100% RCS-certified recycled polyester,Morocco,2026-03-24,93.22,comparison_girldresses,Kids
1343459,FLORAL PRINT ORGANZA DRESS - Ecru / Blue | ZARA United States,GENERAL,Ecru / Blue,49.9,,100.0,True,2950.0,31.65,,100.0,,True,18.25,100% polyester | 100% cotton | 100% OCS certified organically grown cotton | 100% RCS-certified recycled polyester,Morocco,2026-03-24,93.22,comparison_girldresses,Kids
1342297,BOW DRESS - Dusty pink | ZARA United States,GENERAL,Dusty pink,49.9,,100.0,True,2950.0,31.65,,100.0,,True,18.25,100% polyester | 100% cotton | 100% RCS-certified recycled polyester | 100% OCS certified organically grown cotton,Morocco,2026-03-24,93.22,comparison_girldresses,Kids
3153631,EMBROIDERED FLORAL RUFFLED DRESS - White | ZARA United States,GENERAL,White,45.9,,100.0,True,2550.0,27.35,,100.0,,True,18.55,100% cotton | 69% polyester | 100% OCS certified organically grown cotton,China,2026-03-24,93.22,comparison_girldresses,Kids
3153650,FRINGED DRESS - Pink | ZARA United States,GENERAL,Pink,39.9,,100.0,True,2350.0,25.21,,100.0,,True,14.69,100% polyester | 100% RCS-certified recycled polyester,Cambodia,2026-03-24,93.22,comparison_girldresses,Kids
8741630,RUFFLED DRESS - Ecru | ZARA United States,GENERAL,Ecru,49.9,,100.0,True,,,,,,,,100% polyester | 100% RCS-certified recycled polyester,China,2026-03-24,93.22,comparison_girldresses,Kids
1141283,FLORAL PRINT DRESS - Blue / Green | ZARA United States,GENERAL,Blue / Green,49.9,,100.0,True,3550.0,38.08,,100.0,,True,11.82,100% linen | 100% cotton | 100% OCS certified organically grown cotton,Morocco,2026-03-24,93.22,comparison_girldresses,Kids
3153617,JEWELED FLORAL ROMANTIC DRESS - Ecru | ZARA United States,MAN,Ecru,55.9,,100.0,True,,,,,,,,100% polyester | 100% cotton | 100% RCS-certified recycled polyester | 100% OCS certified organically grown cotton,China,2026-03-24,93.22,comparison_girldresses,Kids
1180396,ROMANTIC EMBROIDERED LAYERED DRESS - White | ZARA United States,MAN,White,49.9,,100.0,True,,,,,,,,100% cotton | 100% OCS certified organically grown cotton,Morocco,2026-03-24,93.22,comparison_girldresses,Kids
1384396,BOW HALTER NECK DRESS - White | ZARA United States,GENERAL,White,45.9,,100.0,True,2550.0,27.35,,100.0,,True,18.55,100% cotton | 100% OCS certified organically grown cotton,Morocco,2026-03-24,93.22,comparison_girldresses,Kids
4786613,METALLIC EFFECT RUFFLED DRESS - Golden | ZARA United States,GENERAL,Golden,49.9,,100.0,True,3550.0,38.08,,100.0,,True,11.82,100% polyester | 100% RCS-certified recycled polyester,China,2026-03-24,93.22,comparison_girldresses,Kids
3153607,DOUBLE COMBINATION LACE DRESS - White | ZARA United States,GENERAL,White,49.9,,100.0,True,,,,,,,,100% cotton | 100% OCS certified organically grown cotton,Cambodia,2026-03-24,93.22,comparison_girldresses,Kids
1074396,ROMANTIC EMBROIDERED LAYERED DRESS - White | ZARA United States,MAN,White,49.9,,100.0,True,2950.0,31.65,,100.0,,True,18.25,100% cotton | 100% OCS certified organically grown cotton,Morocco,2026-03-24,93.22,comparison_girldresses,Kids
1292077,ORGANZA FLORAL DRESS - Bluish | ZARA United States,GENERAL,Bluish,45.9,,100.0,True,2550.0,27.35,,100.0,,True,18.55,100% polyester | 100% cotton | 100% RCS-certified recycled polyester | 100% OCS certified organically grown cotton,Morocco,2026-03-24,93.22,comparison_girldresses,Kids
8741607,RUFFLED DRESS - Ecru | ZARA United States,GENERAL,Ecru,49.9,,100.0,True,3550.0,38.08,,100.0,,True,11.82,100% polyester | 100% RCS-certified recycled polyester,China,2026-03-24,93.22,comparison_girldresses,Kids
9001764,3D FLORAL ORGANZA DRESS - Pink | ZARA United States,GENERAL,Pink,49.9,,100.0,True,2950.0,31.65,,100.0,,True,18.25,100% polyester | 80% cotton | 17% polyester,Turkey,2026-03-24,93.22,comparison_girldresses,Kids
1698900,SUIT JACKET - Pastel blue | ZARA United States,GENERAL,Pastel blue,69.9,,62.0,True,,,,,,,,62% polyester | 100% polyester | 62% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,China,2026-03-24,94.01,comparison_boytrousers,Kids
1608851,COMFORT SUIT JACKET - Navy blue | ZARA United States,GENERAL,Navy blue,55.9,,70.0,True,,,,,,,,70% polyester | 100% polyester | 70% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,Turkey,2026-03-24,94.01,comparison_boytrousers,Kids
1698870,TEXTURED BLAZER - Mid-blue | ZARA United States,GENERAL,Mid-blue,69.9,,69.0,True,4950.0,52.65,,69.0,,True,17.25,69% polyester | 100% polyester | 69% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,China,2026-03-24,94.01,comparison_boytrousers,Kids
7484865,SUIT BLAZER - Mid-green | ZARA United States,GENERAL,Mid-green,55.9,,63.0,True,3950.0,42.02,,63.0,,True,13.88,63% cotton | 33% polyester | 100% polyester | 63% OCS certified organically grown cotton | 33% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,Turkey,2026-03-24,94.01,comparison_boytrousers,Kids
4410782,COTTON AND LINEN BLEND SUIT JACKET - Ecru | ZARA United States,GENERAL,Ecru,69.9,,75.0,True,4950.0,52.65,,75.0,,True,17.25,Blazer with lapel collar and long sleeves. Front button closure. Front flap pockets and welt pocket at chest. Main fabric with 75% cotton and 22% linen. | 75% cotton | 25% linen | 100% polyester,Bangladesh,2026-03-24,94.01,comparison_boytrousers,Kids
1608780,COMFORT SUIT BLAZER - Mid-ecru | ZARA United States,GENERAL,Mid-ecru,55.9,,82.0,True,3950.0,42.02,,82.0,,True,13.88,82% polyester | 100% polyester | 82% RCS-certified recycled polyester,Turkey,2026-03-24,94.01,comparison_boytrousers,Kids
5854758,CLOTH HOODIE COAT - Navy blue | ZARA United States,GENERAL,Navy blue,69.9,,38.0,True,4950.0,52.65,,38.0,,True,17.25,38% wool | 38% polyester | 100% polyester | 38% RCS-certified recycled polyester | 38% RCS-certified recycled wool,China,2026-03-24,94.01,comparison_boytrousers,Kids
6825088,AGES 6-10 / MANDARIN COLLAR WOOL BLEND COAT LIMITED EDITION - Mink | ZARA United States,MAN,Mink,119.0,,23.0,True,,,,,,,,Mandarin collar coat with long sleeves. Front button closure. Patch pockets at front. Interior lining combined to match and with a striped print on the sleeves. 23% wool fabric. | 33% polyester | 23% wool | 5% silk (tussah) | 100% cotton | 34% polyester | 23% RCS-certified recycled wool | 33% RCS-certified recycled polyester | 34% RCS-certified recycled polyester | 100% OCS certified organically grown cotton,Morocco,2026-03-24,94.01,comparison_boytrousers,Kids
1473770,WINDPROOF AND WATER RESISTANT RECCO® SYSTEM SKI COLLECTION JUMPSUIT - Light gray | ZARA United States,GENERAL,Light gray,199.0,,88.0,True,,,,,,,,100% polyester | 80% polyester | 80% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,China,2026-03-24,94.01,comparison_boytrousers,Kids
935605,BASIC ZIP SWEATSHIRT - Pink | ZARA United States,GENERAL,Pink,25.9,,60.0,True,,,,,,,,60% cotton | 40% polyester | 97% cotton | 30% OCS certified organically grown cotton | 40% RCS-certified recycled polyester | 67% OCS certified organically grown cotton,Pakistan,2026-03-24,93.22,comparison_girlnew,Kids
4174611,BASIC INTERLOCK T-SHIRT - Ecru | ZARA United States,GENERAL,Ecru,15.9,,72.0,True,850.0,9.12,,72.0,,True,6.78,"Composition: 72% polyester, 28% cotton | 72% polyester | 28% cotton | 72% RCS-certified recycled polyester",Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
962609,POLYAMIDE BODYSUIT - White | ZARA United States,GENERAL,White,17.9,,93.0,True,950.0,10.19,,93.0,,True,7.71,,Turkey,2026-03-24,93.22,comparison_girlnew,Kids
935602,BARREL JOGGING PANTS - Sand / Marl | ZARA United States,GENERAL,Sand / Marl,22.9,,80.0,True,,,,,,,,"Composition: 80% cotton, 20% polyester | 80% cotton | 20% polyester | 40% OCS certified organically grown cotton | 20% RCS-certified recycled polyester",Pakistan,2026-03-24,93.22,comparison_girlnew,Kids
4174612,INTERLOCK WIDE LEG PANTS - Ecru | ZARA United States,GENERAL,Ecru,22.9,,72.0,True,1350.0,14.48,,72.0,,True,8.42,"Composition: 72% polyester, 28% cotton | 72% polyester | 28% cotton | 72% RCS-certified recycled polyester",Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
5048600,BASIC WASHED EFFECT T-SHIRT - Light beige | ZARA United States,GENERAL,Light beige,12.9,,100.0,True,650.0,6.97,,100.0,,True,5.93,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
4174608,PLAIN INTERLOCK T-SHIRT - White | ZARA United States,GENERAL,White,14.9,,95.0,True,750.0,8.05,,95.0,,True,6.85,"Composition: 95% cotton, 5% elastane | 95% cotton",Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
3198601,MODAL T-SHIRT WITH CUT OUTS AND BOWS - White | ZARA United States,GENERAL,White,14.9,,49.0,True,750.0,8.05,,49.0,,True,6.85,"Composition: 49% cotton, 49% modal, 2% elastane | 49% cotton",Turkey,2026-03-24,93.22,comparison_girlnew,Kids
8741615,STRIPED SHIRT PACK WITH CONTRAST RIB T-SHIRT - Blue | ZARA United States,GENERAL,Blue,35.9,,100.0,True,1950.0,20.92,,100.0,,True,14.98,Composition: 100% cotton | 100% cotton,China,2026-03-24,93.22,comparison_girlnew,Kids
895600,RIBBED LEGGINGS WITH MODAL LABEL - Blue | ZARA United States,GENERAL,Blue,12.9,,47.0,True,750.0,8.05,,47.0,,True,4.85,"Composition: 48% cotton, 47% modal, 5% elastane | 48% cotton",Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
3199601,WASHED EFFECT TEXT SWEATSHIRT - Light blue | ZARA United States,GENERAL,Light blue,22.9,,80.0,True,,,,,,,,80% cotton | 20% polyester | 97% cotton | 20% RCS-certified recycled polyester | 30% RCS-certified recycled cotton,Pakistan,2026-03-24,93.22,comparison_girlnew,Kids
3641600,PLAIN T-SHIRT WITH MODAL - White | ZARA United States,GENERAL,White,12.9,,49.0,True,650.0,6.97,,49.0,,True,5.93,"Composition: 49% modal, 47% cotton, 4% elastane | 47% cotton",Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
4551606,BARREL JEANS - Blue | ZARA United States,GENERAL,Blue,39.9,,100.0,True,2350.0,25.21,,100.0,,True,14.69,Composition: 100% cotton | 100% cotton | 22% RCS-certified recycled cotton,Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
4174610,BASIC INTERLOCK T-SHIRT - Pink | ZARA United States,GENERAL,Pink,15.9,,80.0,True,850.0,9.12,,80.0,,True,6.78,"Composition: 80% cotton, 20% polyester | 80% cotton | 20% polyester",Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
8054650,FLARE PLUSH PANTS - Brown | ZARA United States,GENERAL,Brown,22.9,,65.0,True,1350.0,14.48,,65.0,,True,8.42,"Composition: 65% viscose, 30% cotton, 5% elastane | 30% cotton | 30% RCS-certified recycled cotton",Cambodia,2026-03-24,93.22,comparison_girlnew,Kids
2335600,FLARE LEGGINGS - Mauve | ZARA United States,GENERAL,Mauve,19.9,,95.0,True,1150.0,12.34,,95.0,,True,7.56,"Composition: 95% cotton, 5% elastane | 95% cotton | 95% OCS certified organically grown cotton",Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
4174614,BASIC INTERLOCK T-SHIRT - Gray marl | ZARA United States,GENERAL,Gray marl,15.9,,78.0,True,850.0,9.12,,78.0,,True,6.78,"Composition: 78% cotton, 17% polyester, 5% viscose | 78% cotton | 17% polyester | 78% OCS certified organically grown cotton | 17% RCS-certified recycled polyester",Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
4174613,INTERLOCK WIDE LEG PANTS - Gray marl | ZARA United States,GENERAL,Gray marl,22.9,,78.0,True,1350.0,14.48,,78.0,,True,8.42,"Composition: 78% cotton, 17% polyester, 5% viscose | 78% cotton | 17% polyester | 78% OCS certified organically grown cotton | 17% RCS-certified recycled polyester",Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
4551600,STRAIGHT LEG JEANS - Blue | ZARA United States,GENERAL,Blue,39.9,,100.0,True,2350.0,25.21,,100.0,,True,14.69,Composition: 100% cotton | 100% cotton | 20% RCS-certified recycled cotton,Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
1879694,EMBROIDERED VARSITY TEXT CAP - Ecru / Navy | ZARA United States,GENERAL,Ecru / Navy,15.9,,100.0,True,850.0,9.12,,100.0,,True,6.78,100% cotton,Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
1716606,BASIC RAGLAN SLEEVE T-SHIRT - White | ZARA United States,GENERAL,White,12.9,,100.0,True,650.0,6.97,,100.0,,True,5.93,Composition: 100% cotton | 100% cotton,Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
9006626,TWO-PACK OF SHORT LEGGINGS - Navy blue | ZARA United States,GENERAL,Navy blue,15.9,,95.0,True,850.0,9.12,,95.0,,True,6.78,"Composition: 95% cotton, 5% elastane | 95% cotton | 95% OCS certified organically grown cotton",Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
613602,TIE T-SHIRT AND JOGGER PANTS SET - Mid-blue | ZARA United States,GENERAL,Mid-blue,32.9,,100.0,True,1750.0,18.77,,100.0,,True,14.13,Composition: 100% cotton | 100% cotton | 40% RCS-certified recycled cotton | 60% OCS certified organically grown cotton,Turkey,2026-03-24,93.22,comparison_girlnew,Kids
613604,PLAIN WIDE LEG T-SHIRT AND PANTS SET - Yellow | ZARA United States,GENERAL,Yellow,32.9,,100.0,True,1750.0,18.77,,100.0,,True,14.13,Composition: 100% cotton | 100% cotton | 60% OCS certified organically grown cotton | 40% RCS-certified recycled cotton,Turkey,2026-03-24,93.22,comparison_girlnew,Kids
9007062,SWEATSHIRT AND BERMUDA SET WITH TEXT - Yellow | ZARA United States,GENERAL,Yellow,32.9,,100.0,True,,,,,,,,100% cotton | 97% cotton | 100% OCS certified organically grown cotton | 97% OCS certified organically grown cotton,Pakistan,2026-03-24,93.22,comparison_girlnew,Kids
7950609,DOUBLE LAYER MODAL T-SHIRT - Gray marl | ZARA United States,GENERAL,Gray marl,14.9,,49.0,True,750.0,8.05,,49.0,,True,6.85,"Composition: 50% modal, 47% cotton, 3% elastane | 47% cotton",Turkey,2026-03-24,93.22,comparison_girlnew,Kids
9007619,DOUBLE CONTRAST TOP - White | ZARA United States,GENERAL,White,9.9,,95.0,True,550.0,5.9,,95.0,,True,4.0,95% cotton | 85% cotton,Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
9006650,SHORT RIBBED LEGGINGS - Yellow | ZARA United States,GENERAL,Yellow,8.9,,95.0,True,450.0,4.83,,95.0,,True,4.07,"Composition: 95% cotton, 5% elastane | 95% cotton",Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
4424616,RIBBED RACERBACK T-SHIRT - Bluish | ZARA United States,GENERAL,Bluish,9.9,,95.0,True,550.0,5.9,,95.0,,True,4.0,"Composition: 95% cotton, 5% elastane | 95% cotton | 95% OCS certified organically grown cotton",Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
4424615,RIBBED RACERBACK SHIRT - White | ZARA United States,GENERAL,White,9.9,,95.0,True,550.0,5.9,,95.0,,True,4.0,"Composition: 95% cotton, 5% elastane | 95% cotton | 95% OCS certified organically grown cotton",Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
1716602,BASIC SHORTS - Sand / Marl | ZARA United States,GENERAL,Sand / Marl,12.9,,99.0,True,750.0,8.05,,99.0,,True,4.85,"Composition: 99% cotton, 1% viscose | 99% cotton",Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
5048607,BASIC RAGLAN SLEEVE T-SHIRT - Pink | ZARA United States,GENERAL,Pink,12.9,,100.0,True,650.0,6.97,,100.0,,True,5.93,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
5048602,BASIC SHORTS - Sand / Marl | ZARA United States,GENERAL,Sand / Marl,12.9,,99.0,True,750.0,8.05,,99.0,,True,4.85,"Composition: 99% cotton, 1% viscose | 99% cotton",Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
4333602,LONG HANDKERCHIEF JUMPSUIT - Black | ZARA United States,GENERAL,Black,35.9,,88.0,True,1950.0,20.92,,88.0,,True,14.98,"Composition: 88% polyester, 12% elastane | 88% polyester",Turkey,2026-03-24,93.22,comparison_girlnew,Kids
6201601,DRAWSTRING FLOWER SWEATSHIRT - Ecru | ZARA United States,GENERAL,Ecru,25.9,,81.0,True,1550.0,16.63,,81.0,,True,9.27,81% cotton | 19% polyester | 97% cotton | 19% RCS-certified recycled polyester | 81% OCS certified organically grown cotton | 97% OCS certified organically grown cotton,Turkey,2026-03-24,93.22,comparison_girlnew,Kids
1608603,VENTED CAPRI PANTS - Black | ZARA United States,GENERAL,Black,19.9,,71.0,True,1150.0,12.34,,71.0,,True,7.56,"Composition: 71% polyester, 25% viscose, 4% elastane | 71% polyester | 71% RCS-certified recycled polyester",Tunisia,2026-03-24,93.22,comparison_girlnew,Kids
1165633,CUT OUT FLORAL T-SHIRT - Red | ZARA United States,GENERAL,Red,17.9,,51.0,True,950.0,10.19,,51.0,,True,7.71,51% polyester | 49% cotton | 100% cotton,Turkey,2026-03-24,93.22,comparison_girlnew,Kids
1608604,PONTE KNIT DRESS - Red | ZARA United States,GENERAL,Red,35.9,,79.0,True,1950.0,20.92,,79.0,,True,14.98,79% cotton | 17% polyester | 17% RCS-certified recycled polyester | 79% OCS certified organically grown cotton,Turkey,2026-03-24,93.22,comparison_girlnew,Kids
2878620,FLORAL TULLE DRESS - Ecru | ZARA United States,GENERAL,Ecru,39.9,,86.0,True,2350.0,25.21,,86.0,,True,14.69,86% polyester | 100% polyester,Bangladesh,2026-03-24,93.22,comparison_girlnew,Kids
12534730,MESH BALLET FLATS - Red | ZARA United States,GENERAL,Red,35.9,,91.0,True,,,,,,,,91% polyester | 10% polyester | 91% RCS-certified recycled polyester | 10% RCS-certified recycled polyester,Cambodia,2026-03-24,93.22,comparison_girlnew,Kids
12560730,LEATHER BALLET FLATS - White | ZARA United States,GENERAL,White,89.9,,100.0,True,5550.0,59.54,,100.0,,True,30.36,20% polyester,Cambodia,2026-03-24,93.22,comparison_girlnew,Kids
20310507,TIZ EDT 50 ML (1.7 FL. OZ) | ZARA United States,GENERAL,,14.9,29.8,,True,,,,,,,,,Spain,2026-03-24,93.22,comparison_girlnew,Kids
20310508,CLEO EDT 50 ML (1.7 FL. OZ) | ZARA United States,GENERAL,,14.9,29.8,,True,,,,,,,,,Spain,2026-03-24,93.22,comparison_girlnew,Kids
4325015,RELAXED FIT VISCOSE-LINEN PARKA - Mink | ZARA United States,GENERAL,Mink,299.0,,54.0,True,16950.0,181.05,,54.0,,True,117.95,46% linen | 55% polyester | 65% cotton | 35% polyester | 35% RCS-certified recycled polyester | 65% OCS certified organically grown cotton,Morocco,2026-03-22,93.62,men_new,Men
4337035,100% RAMIE BOXY FIT POLO SHIRT - Printed | ZARA United States,GENERAL,Printed,129.0,,100.0,True,7550.0,80.65,,100.0,,True,48.35,,Morocco,2026-03-22,93.62,men_new,Men
4315013,FLOWY DRAWSTRING PANTS - Dark navy | ZARA United States,GENERAL,Dark navy,119.0,,8.0,True,6550.0,69.96,,8.0,,True,49.04,"Relaxed fit cropped pants made of flowy fabric with a viscose and 8% linen blend. Adjustable waist with interior drawstring. Front pleats. Side pockets and back double welt pockets with button. Adjustable hem with side drawstrings. Front crisscross drawstring closure. | Composition: 92% viscose, 8% linen | 8% linen",Morocco,2026-03-22,93.62,men_new,Men
4323019,STRIPED VISCOSE - LINEN SUIT JACKET - Dark brown | ZARA United States,GENERAL,Dark brown,229.0,,52.0,True,13950.0,149.01,,52.0,,True,79.99,48% linen | 55% polyester | 65% cotton | 35% polyester,Morocco,2026-03-22,93.62,men_new,Men
4324018,VISCOSE-LINEN STRIPED SUIT PANTS WITH SIDE PLEATS - Dark brown | ZARA United States,GENERAL,Dark brown,199.0,,52.0,True,11950.0,127.64,,52.0,,True,71.36,"Composition: 52% viscose, 48% linen | 48% linen",Morocco,2026-03-22,93.62,men_new,Men
5085001,SEQUIN 100% SILK ORGANZA SHIRT - Green / Blue | ZARA United States,GENERAL,Green / Blue,149.0,,100.0,True,8550.0,91.33,,100.0,,True,57.67,SEQUIN 100% SILK ORGANZA SHIRT | Composition: 100% silk (mulberry) | / SEQUIN 100% SILK ORGANZA SHIRT,,2026-03-22,93.62,men_new,Men
7140003,OPENWORK KNIT TANK TOP - Light beige | ZARA United States,GENERAL,Light beige,69.9,,100.0,True,3950.0,42.19,,100.0,,True,27.71,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Turkey,2026-03-22,93.62,men_new,Men
4321032,LINEN - LYOCELL DOUBLE BREASTED SUIT JACKET - Black | ZARA United States,GENERAL,Black,199.0,,61.0,True,11950.0,127.64,,61.0,,True,71.36,61% linen | 55% polyester | 65% cotton | 35% polyester,Morocco,2026-03-22,93.62,men_new,Men
4322032,LINEN - LYOCELL PLEATED SUIT PANTS - Black | ZARA United States,GENERAL,Black,149.0,,61.0,True,8550.0,91.33,,61.0,,True,57.67,"Composition: 61% linen, 39% lyocell | 61% linen",Morocco,2026-03-22,93.62,men_new,Men
4335017,STRIPED VISCOSE-SILK WRAP SHIRT - Sand | ZARA United States,GENERAL,Sand,129.0,,73.0,True,7550.0,80.65,,73.0,,True,48.35,"Composition: 73% viscose, 27% silk (mulberry)",,2026-03-22,93.62,men_new,Men
5585001,BALLOON FIT JEANS - Blue | ZARA United States,GENERAL,Blue,129.0,,100.0,True,7550.0,80.65,,100.0,,True,48.35,Composition: 100% cotton | 100% cotton,Turkey,2026-03-22,93.62,men_new,Men
4330016,CUPRO-SILK BOXY FIT POLO SHIRT - Navy blue | ZARA United States,GENERAL,Navy blue,119.0,,79.0,True,6550.0,69.96,,79.0,,True,49.04,21% silk (mulberry) | 96% cotton,Morocco,2026-03-22,93.62,men_new,Men
5479013,RELAXED FIT NAPA LEATHER JACKET - taupe brown | ZARA United States,GENERAL,taupe brown,419.0,,100.0,True,,,,,,,,54% polyester,Pakistan,2026-03-22,93.62,men_new,Men
4387001,100% CUPRO KIMONO SHIRT - Ecru | ZARA United States,GENERAL,Ecru,119.0,,100.0,True,6550.0,69.96,,100.0,,True,49.04,,Morocco,2026-03-22,93.62,men_new,Men
4318041,VISCOSE-CUPRO STRIPED BALLOON FIT PANTS - striped | ZARA United States,GENERAL,striped,129.0,,63.0,True,7550.0,80.65,,63.0,,True,48.35,,Morocco,2026-03-22,93.62,men_new,Men
4331012,RAMIE - LYOCELL RELAXED FIT POLO SHIRT - Brown | ZARA United States,GENERAL,Brown,119.0,,55.0,True,6550.0,69.96,,55.0,,True,49.04,,Morocco,2026-03-22,93.62,men_new,Men
4344033,CONTRAST EMBROIDERED LINEN-COTTON PANTS - Green / Blue | ZARA United States,GENERAL,Green / Blue,149.0,,55.0,True,8550.0,91.33,,55.0,,True,57.67,"Composition: 55% linen, 45% cotton | 55% linen | 45% cotton | 45% RCS-certified recycled cotton",China,2026-03-22,93.62,men_new,Men
5755003,STRIPED LINEN - VISCOSE JUMPER - Sand / Black | ZARA United States,GENERAL,Sand / Black,119.0,,53.0,True,6550.0,69.96,,53.0,,True,49.04,"Composition: 53% linen, 47% viscose | 53% linen | 53% certified European grown linen",China,2026-03-22,93.62,men_new,Men
5344001,RELAXED FIT CONTRAST EMBROIDERED BLAZER - Blue | ZARA United States,GENERAL,Blue,269.0,,50.0,True,15950.0,170.37,,50.0,,True,98.63,50% wool | 50% polyester | 54% polyester | 50% RWS certified wool | 50% RCS-certified recycled polyester,China,2026-03-22,93.62,men_new,Men
4317009,WIDE FIT BELTED PANTS - Brown / Taupe | ZARA United States,GENERAL,Brown / Taupe,169.0,,86.0,True,9550.0,102.01,,86.0,,True,66.99,"Composition: 86% linen, 14% polyamide | 86% linen",Morocco,2026-03-22,93.62,men_new,Men
4338049,RELAXED FIT EMBROIDERED SHIRT - Ecru | ZARA United States,GENERAL,Ecru,119.0,,97.0,True,6550.0,69.96,,97.0,,True,49.04,97% cotton | 3% polyester | 100% cotton | 97% OCS certified organically grown cotton,Morocco,2026-03-22,93.62,men_new,Men
5755009,RELAXED FIT FLORAL JUMPER - Navy blue | ZARA United States,GENERAL,Navy blue,129.0,,4.0,True,7550.0,80.65,,4.0,,True,48.35,4% linen | 31% cotton | 97% cotton | 1% polyester | 31% RCS-certified recycled cotton,China,2026-03-22,93.62,men_new,Men
4333019,STRIPED JACQUARD KIMONO SHIRT - Ecru | ZARA United States,GENERAL,Ecru,129.0,,100.0,True,7550.0,80.65,,100.0,,True,48.35,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Morocco,2026-03-22,93.62,men_new,Men
4327041,CROPPED STRIPED VISCOSE-CUPRO BOMBER JACKET - striped | ZARA United States,GENERAL,striped,129.0,,63.0,True,7550.0,80.65,,63.0,,True,48.35,90% polyester | 10% cotton | 35% polyester,Morocco,2026-03-22,93.62,men_new,Men
3992442,RELAXED FIT CROCHET CARDIGAN - Brown | ZARA United States,GENERAL,Brown,79.9,,99.0,True,4350.0,46.46,,99.0,,True,33.44,"Composition: 99% cotton, 1% elastane | 99% cotton",Turkey,2026-03-22,93.62,men_new,Men
3992438,CROCHET KNIT TANK TOP - Brown | ZARA United States,GENERAL,Brown,45.9,,99.0,True,2350.0,25.1,,99.0,,True,20.8,"Composition: 99% cotton, 1% elastane | 99% cotton",Turkey,2026-03-22,93.62,men_new,Men
4316025,100% LINEN WIDE FIT WRAP SHORTS - Beige | ZARA United States,GENERAL,Beige,119.0,,100.0,True,6550.0,69.96,,100.0,,True,49.04,100% LINEN WIDE FIT WRAP SHORTS | Composition: 100% linen | / 100% LINEN WIDE FIT WRAP SHORTS | 100% linen,Morocco,2026-03-22,93.62,men_new,Men
4334039,100% LINEN TEXTURED HANDKERCHIEF SHIRT - Dark eggplant | ZARA United States,GENERAL,Dark eggplant,129.0,,100.0,True,7550.0,80.65,,100.0,,True,48.35,100% LINEN TEXTURED HANDKERCHIEF SHIRT | Composition: 100% linen | / 100% LINEN TEXTURED HANDKERCHIEF SHIRT | 100% linen,Morocco,2026-03-22,93.62,men_new,Men
4312014,RELAXED FIT WRAP PANTS - Taupe gray | ZARA United States,GENERAL,Taupe gray,129.0,,14.0,True,7550.0,80.65,,14.0,,True,48.35,"Relaxed fit pants made of flowing fabric with a viscose and 14% linen blend. Front pockets and back buttoned welt pockets. Front wrap closure with zipper, button, and tab. | Composition: 86% viscose, 14% linen | 14% linen",Morocco,2026-03-22,93.62,men_new,Men
6224462,CORAL EMBROIDERED RELAXED FIT T-SHIRT - Black | ZARA United States,GENERAL,Black,49.9,,100.0,True,2550.0,27.24,,100.0,,True,22.66,Composition: 100% cotton | 100% cotton,Portugal,2026-03-22,93.62,men_new,Men
4329031,RELAXED FIT LYOCELL-VISCOSE JACKET - Gray | ZARA United States,GENERAL,Gray,129.0,,62.0,True,7550.0,80.65,,62.0,,True,48.35,,Morocco,2026-03-22,93.62,men_new,Men
