Segment,rows,mean_us_price,mean_in_price_usd,mean_price_gap_pct
Kids,104,34.30384615384615,21.681538461538462,0.6401183869548616
Men,242,101.61520661157026,61.925123966942145,0.7488590622394123
Women,120,69.00616666666666,41.51716666666667,0.7350494578278849
