Product_ID,name,Category,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_on_sale,IN_price_current_inr,IN_price_current_usd,IN_price_original_inr,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,date,exchange_rate
02335600,FLARE LEGGINGS - Mauve | ZARA United States,GENERAL,Mauve,19.9,, 95,True,1150.0,12.34,, 95,,True,7.56,"Composition: 95% cotton, 5% elastane | 95% cotton | 95% OCS certified organically grown cotton",Bangladesh,2026-03-24,93.22
04174614,BASIC INTERLOCK T-SHIRT - Gray marl | ZARA United States,GENERAL,Gray marl,15.9,, 78,True,850.0,9.12,, 78,,True,6.78,"Composition: 78% cotton, 17% polyester, 5% viscose | 78% cotton | 17% polyester | 78% OCS certified organically grown cotton | 17% RCS-certified recycled polyester",Bangladesh,2026-03-24,93.22
04174613,INTERLOCK WIDE LEG PANTS - Gray marl | ZARA United States,GENERAL,Gray marl,22.9,, 78,True,1350.0,14.48,, 78,,True,8.42,"Composition: 78% cotton, 17% polyester, 5% viscose | 78% cotton | 17% polyester | 78% OCS certified organically grown cotton | 17% RCS-certified recycled polyester",Bangladesh,2026-03-24,93.22
04551600,STRAIGHT LEG JEANS - Blue | ZARA United States,GENERAL,Blue,39.9,, 100,True,2350.0,25.21,, 100,,True,14.69,Composition: 100% cotton | 100% cotton | 20% RCS-certified recycled cotton,Bangladesh,2026-03-24,93.22
01879694,EMBROIDERED VARSITY TEXT CAP - Ecru / Navy | ZARA United States,GENERAL,Ecru / Navy,15.9,,"
100",True,850.0,9.12,,"
100",,True,6.78,100% cotton,Bangladesh,2026-03-24,93.22
01716606,BASIC RAGLAN SLEEVE T-SHIRT - White | ZARA United States,GENERAL,White,12.9,, 100,True,650.0,6.97,, 100,,True,5.93,Composition: 100% cotton | 100% cotton,Bangladesh,2026-03-24,93.22
09006626,TWO-PACK OF SHORT LEGGINGS - Navy blue | ZARA United States,GENERAL,Navy blue,15.9,, 95,True,850.0,9.12,, 95,,True,6.78,"Composition: 95% cotton, 5% elastane | 95% cotton | 95% OCS certified organically grown cotton",Bangladesh,2026-03-24,93.22
00613602,TIE T-SHIRT AND JOGGER PANTS SET - Mid-blue | ZARA United States,GENERAL,Mid-blue,32.9,, 100,True,1750.0,18.77,, 100,,True,14.13,Composition: 100% cotton | 100% cotton | 40% RCS-certified recycled cotton | 60% OCS certified organically grown cotton,Turkey,2026-03-24,93.22
00613604,PLAIN WIDE LEG T-SHIRT AND PANTS SET - Yellow | ZARA United States,GENERAL,Yellow,32.9,, 100,True,1750.0,18.77,, 100,,True,14.13,Composition: 100% cotton | 100% cotton | 60% OCS certified organically grown cotton | 40% RCS-certified recycled cotton,Turkey,2026-03-24,93.22
09007062,SWEATSHIRT AND BERMUDA SET WITH TEXT - Yellow | ZARA United States,GENERAL,Yellow,32.9,,"
100",True,,,,,,,,100% cotton | 97% cotton | 100% OCS certified organically grown cotton | 97% OCS certified organically grown cotton,Pakistan,2026-03-24,93.22
07950609,DOUBLE LAYER MODAL T-SHIRT - Gray marl | ZARA United States,GENERAL,Gray marl,14.9,, 49,True,750.0,8.05,, 49,,True,6.85,"Composition: 50% modal, 47% cotton, 3% elastane | 47% cotton",Turkey,2026-03-24,93.22
09007619,DOUBLE CONTRAST TOP - White | ZARA United States,GENERAL,White,9.9,,"
95",True,550.0,5.9,,"
95",,True,4.0,95% cotton | 85% cotton,Bangladesh,2026-03-24,93.22
09006650,SHORT RIBBED LEGGINGS - Yellow | ZARA United States,GENERAL,Yellow,8.9,, 95,True,450.0,4.83,, 95,,True,4.07,"Composition: 95% cotton, 5% elastane | 95% cotton",Bangladesh,2026-03-24,93.22
04424616,RIBBED RACERBACK T-SHIRT - Bluish | ZARA United States,GENERAL,Bluish,9.9,, 95,True,550.0,5.9,, 95,,True,4.0,"Composition: 95% cotton, 5% elastane | 95% cotton | 95% OCS certified organically grown cotton",Bangladesh,2026-03-24,93.22
04424615,RIBBED RACERBACK SHIRT - White | ZARA United States,GENERAL,White,9.9,, 95,True,550.0,5.9,, 95,,True,4.0,"Composition: 95% cotton, 5% elastane | 95% cotton | 95% OCS certified organically grown cotton",Bangladesh,2026-03-24,93.22
01716602,BASIC SHORTS - Sand / Marl | ZARA United States,GENERAL,Sand / Marl,12.9,, 99,True,750.0,8.05,, 99,,True,4.85,"Composition: 99% cotton, 1% viscose | 99% cotton",Bangladesh,2026-03-24,93.22
05048607,BASIC RAGLAN SLEEVE T-SHIRT - Pink | ZARA United States,GENERAL,Pink,12.9,, 100,True,650.0,6.97,, 100,,True,5.93,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Bangladesh,2026-03-24,93.22
05048602,BASIC SHORTS - Sand / Marl | ZARA United States,GENERAL,Sand / Marl,12.9,, 99,True,750.0,8.05,, 99,,True,4.85,"Composition: 99% cotton, 1% viscose | 99% cotton",Bangladesh,2026-03-24,93.22
04333602,LONG HANDKERCHIEF JUMPSUIT - Black | ZARA United States,GENERAL,Black,35.9,, 88,True,1950.0,20.92,, 88,,True,14.98,"Composition: 88% polyester, 12% elastane | 88% polyester",Turkey,2026-03-24,93.22
06201601,DRAWSTRING FLOWER SWEATSHIRT - Ecru | ZARA United States,GENERAL,Ecru,25.9,,"
81",True,1550.0,16.63,,"
81",,True,9.27,81% cotton | 19% polyester | 97% cotton | 19% RCS-certified recycled polyester | 81% OCS certified organically grown cotton | 97% OCS certified organically grown cotton,Turkey,2026-03-24,93.22
01608603,VENTED CAPRI PANTS - Black | ZARA United States,GENERAL,Black,19.9,, 71,True,1150.0,12.34,, 71,,True,7.56,"Composition: 71% polyester, 25% viscose, 4% elastane | 71% polyester | 71% RCS-certified recycled polyester",Tunisia,2026-03-24,93.22
01165633,CUT OUT FLORAL T-SHIRT - Red | ZARA United States,GENERAL,Red,17.9,,"
51",True,950.0,10.19,,"
51",,True,7.71,51% polyester | 49% cotton | 100% cotton,Turkey,2026-03-24,93.22
01608604,PONTE KNIT DRESS - Red | ZARA United States,GENERAL,Red,35.9,,"
79",True,1950.0,20.92,,"
79",,True,14.98,79% cotton | 17% polyester | 17% RCS-certified recycled polyester | 79% OCS certified organically grown cotton,Turkey,2026-03-24,93.22
02878620,FLORAL TULLE DRESS - Ecru | ZARA United States,GENERAL,Ecru,39.9,,"
86",True,2350.0,25.21,,"
86",,True,14.69,86% polyester | 100% polyester,Bangladesh,2026-03-24,93.22
12534730,MESH BALLET FLATS - Red | ZARA United States,GENERAL,Red,35.9,,"
91",True,,,,,,,,91% polyester | 10% polyester | 91% RCS-certified recycled polyester | 10% RCS-certified recycled polyester,Cambodia,2026-03-24,93.22
12560730,LEATHER BALLET FLATS - White | ZARA United States,GENERAL,White,89.9,,"

100",True,5550.0,59.54,,"

100",,True,30.36,20% polyester,Cambodia,2026-03-24,93.22
20310507,TIZ EDT 50 ML (1.7 FL. OZ) | ZARA United States,GENERAL,,14.9,29.8,,True,,,,,,,,,Spain,2026-03-24,93.22
20310508,CLEO EDT 50 ML (1.7 FL. OZ) | ZARA United States,GENERAL,,14.9,29.8,,True,,,,,,,,,Spain,2026-03-24,93.22
