Product_ID,name,Category,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_on_sale,IN_price_current_inr,IN_price_current_usd,IN_price_original_inr,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,date,exchange_rate,Source File
7969043,PLAID STRAPPY MIDI DRESS - Yellow | ZARA United States,GENERAL,Yellow,59.9,,63.0,True,2950.0,31.51,,63.0,,True,28.39,"Composition: 63% polyester, 36% viscose, 1% elastane | 63% polyester",Indonesia,2026-03-22,93.62,comparison_dresses
8372034,BALLOON MINI DRESS - Brown | ZARA United States,GENERAL,Brown,49.9,,63.0,True,2550.0,27.24,,63.0,,True,22.66,63% cotton | 100% polyester | 63% RCS-certified recycled cotton | 100% RCS-certified recycled polyester,Cambodia,2026-03-22,93.62,comparison_dresses
3897081,MINI POLKA DOT DRESS - Black / White | ZARA United States,GENERAL,Black / White,49.9,,100.0,True,2950.0,31.51,,100.0,,True,18.39,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Turkey,2026-03-22,93.62,comparison_dresses
2482423,POLKA DOT BANDEAU DRESS - Ecru / Red | ZARA United States,GENERAL,Ecru / Red,59.9,,98.0,True,2950.0,31.51,,98.0,,True,28.39,98% cotton | 100% polyester | 100% RCS-certified recycled polyester,Morocco,2026-03-22,93.62,comparison_dresses
2180306,SHORT POLKA DOT DRESS - Red / White | ZARA United States,GENERAL,Red / White,59.9,,100.0,True,2950.0,31.51,,100.0,,True,28.39,100% polyester | 100% RCS-certified recycled polyester,Turkey,2026-03-22,93.62,comparison_dresses
2372152,POPLIN GODET DRESS - Light blue | ZARA United States,GENERAL,Light blue,69.9,,100.0,True,3950.0,42.19,,100.0,,True,27.71,100% cotton | 100% OCS certified organically grown cotton,Morocco,2026-03-22,93.62,comparison_dresses
5039241,PEPLUM VOLUME DRESS - Dark brown | ZARA United States,GENERAL,Dark brown,79.9,,91.0,True,4350.0,46.46,,91.0,,True,33.44,"Composition: 91% polyester, 9% elastane | 91% polyester | 91% RCS-certified recycled polyester",Turkey,2026-03-22,93.62,comparison_dresses
2656145,BALLOON SLEEVE PRINTED MIDI DRESS - Multicolored | ZARA United States,GENERAL,Multicolored,79.9,,100.0,True,4350.0,46.46,,100.0,,True,33.44,100% cotton | 100% OCS certified organically grown cotton,Morocco,2026-03-22,93.62,comparison_dresses
1255452,PLEATED WIDE LEG PANTS - Oyster-white | ZARA United States,GENERAL,Oyster-white,59.9,,52.0,True,2950.0,31.51,,52.0,,True,28.39,"Composition: 52% linen, 48% viscose | 52% linen",Cambodia,2026-03-22,93.62,comparison_trousers
1478029,PLEATED CULOTTE PANTS - Burgundy | ZARA United States,GENERAL,Burgundy,49.9,,90.0,True,2550.0,27.24,,90.0,,True,22.66,"Composition: 90% modal, 10% polyester | 10% polyester",Turkey,2026-03-22,93.62,comparison_trousers
3666078,PLEATED BALLOON PANTS - taupe brown | ZARA United States,GENERAL,taupe brown,59.9,,100.0,True,2950.0,31.51,,100.0,,True,28.39,100% cotton | 100% OCS certified organically grown cotton,Turkey,2026-03-22,93.62,comparison_trousers
4661408,PLEATED BALLOON PANTS - Chocolate brown | ZARA United States,GENERAL,Chocolate brown,59.9,,62.0,True,2950.0,31.51,,62.0,,True,28.39,"Composition: 62% polyester, 32% viscose, 6% elastane | 62% polyester | 62% RCS-certified recycled polyester",Turkey,2026-03-22,93.62,comparison_trousers
2173608,PLEATED WIDE LEG PANTS - Oyster-white | ZARA United States,GENERAL,Oyster-white,59.9,,74.0,True,2950.0,31.51,,74.0,,True,28.39,"Composition: 74% polyester, 19% viscose, 7% elastane",,2026-03-22,93.62,comparison_trousers
2180413,PINSTRIPE STRAIGHT LEG PANTS - Sand | ZARA United States,GENERAL,Sand,59.9,,64.0,True,2950.0,31.51,,64.0,,True,28.39,64% polyester | 65% polyester | 35% cotton | 64% RCS-certified recycled polyester | 35% OCS certified organically grown cotton | 65% RCS-certified recycled polyester,Turkey,2026-03-22,93.62,comparison_trousers
