Product_ID,name,Category,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_on_sale,IN_price_current_inr,IN_price_current_usd,IN_price_original_inr,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,date,exchange_rate,time,Source File
16275610,PEARLESCENT EFFECT HANDBAG - white | ZARA United States,GENERAL,white,79.9,,100,True,4950.0,52.98,,100.0,,True,26.92,100% polyester,India,2026-04-02,93.43,09:32:34,gemini_bags
16011510,PINCH PLEAT TOTE BAG - Dark tan | ZARA United States,GENERAL,Dark tan,45.54,75.9,-40,True,2550.0,27.29,4350.0,-41.0,41.38,True,18.25,100% polyester,China,2026-04-02,93.43,09:32:34,gemini_bags
16180710,CUT-OUT EFFECT MINI SHOPPER - Blue | ZARA United States,GENERAL,Blue,39.9,,100,True,,,,,,,,Composition: 100% polyester | 100% polyester,China,2026-04-02,93.43,09:32:34,gemini_bags
16171710,PEARLESCENT EFFECT DETAIL BAG - Ecru | ZARA United States,GENERAL,Ecru,59.9,,100,True,3550.0,38.0,,100.0,,True,21.9,100% cotton,,2026-04-02,93.43,09:32:34,gemini_bags
16093710,PATCHWORK MINI BUCKET BAG - Denim Blue | ZARA United States,GENERAL,Denim Blue,59.9,,100,True,3550.0,38.0,,100.0,,True,21.9,100% cotton | 100% polyester | 90% RCS-certified recycled cotton | 10% OCS certified organically grown cotton | 100% RCS-certified recycled polyester,China,2026-04-02,93.43,09:32:34,gemini_bags
16615610,PATCHWORK RIGID HANDLE MINI BUCKET BAG - Multi-color | ZARA United States,GENERAL,Multi-color,59.9,,100,True,3550.0,38.0,,100.0,,True,21.9,100% polyester,,2026-04-02,93.43,09:32:34,gemini_bags
4331003,POINTELLE KNIT CROP TOP - Ecru | ZARA United States,GENERAL,Ecru,45.9,,60,True,2350.0,25.15,,60.0,,True,20.75,"Composition: 60% polyester, 40% cotton | 60% polyester | 40% cotton | 40% RCS-certified recycled cotton | 60% RCS-certified recycled polyester",Turkey,2026-04-02,93.43,09:32:34,gemini_tops
3210010,POLKA DOT SEQUIN BANDEAU TOP - Black / White | ZARA United States,GENERAL,Black / White,59.9,,100,True,2950.0,31.57,,100.0,,True,28.33,100% polyester | 97% polyester | 100% RCS-certified recycled polyester | 97% RCS-certified recycled polyester,China,2026-04-02,93.43,09:32:34,gemini_tops
6236028,POINTELLE KNIT TOP - Ecru | ZARA United States,GENERAL,Ecru,49.9,,56,True,2950.0,31.57,,56.0,,True,18.33,56% polyester | 44% cotton | 100% cotton,Turkey,2026-04-02,93.43,09:32:34,gemini_tops
2487273,PLAID POPLIN RUCHED TOP - Beige-brown | ZARA United States,GENERAL,Beige-brown,49.9,,100,True,2550.0,27.29,,100.0,,True,22.61,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Morocco,2026-04-02,93.43,09:32:34,gemini_tops
1101198,BALLOON SLEEVE TOP ZW COLLECTION - Mid-ecru | ZARA United States,GENERAL,Mid-ecru,79.9,,100,True,4350.0,46.56,,100.0,,True,33.34,100% polyester | 100% RCS-certified recycled polyester,Morocco,2026-04-02,93.43,09:32:34,gemini_tops
8779187,PATCHWORK STRAPPY TOP - Ecru | ZARA United States,GENERAL,Ecru,49.9,,95,True,2550.0,27.29,,95.0,,True,22.61,95% polyester | 100% polyester | 100% RCS-certified recycled polyester | 95% RCS-certified recycled polyester,China,2026-04-02,93.43,09:32:34,gemini_tops
3897060,POLKA DOT BALLOON HALTER TOP - Lilac | ZARA United States,GENERAL,Lilac,49.9,,100,True,2550.0,27.29,,100.0,,True,22.61,100% polyester | 100% RCS-certified recycled polyester,Turkey,2026-04-02,93.43,09:32:34,gemini_tops
1165071,POLKA DOT BALLOON TOP - Ecru / Black | ZARA United States,GENERAL,Ecru / Black,49.9,,98,True,2550.0,27.29,,98.0,,True,22.61,98% cotton | 100% cotton | 98% OCS certified organically grown cotton | 100% OCS certified organically grown cotton,Turkey,2026-04-02,93.43,09:32:34,gemini_tops
9598021,POLKA DOT KNIT TOP - Brown / Ecru | ZARA United States,GENERAL,Brown / Ecru,49.9,,52,True,2550.0,27.29,,52.0,,True,22.61,"Composition: 52% polyester, 48% cellulose paste | 52% polyester | 52% RCS-certified recycled polyester",China,2026-04-02,93.43,09:32:34,gemini_tops
2142201,POINTELLE KNIT TOP - Black | ZARA United States,GENERAL,Black,45.9,,59,True,2350.0,25.15,,59.0,,True,20.75,"Composition: 59% polyester, 41% viscose | 59% polyester | 59% RCS-certified recycled polyester",China,2026-04-02,93.43,09:32:34,gemini_tops
1355457,POLYAMIDE BLEND TOP - Wine | ZARA United States,GENERAL,Wine,39.9,,60,True,2050.0,21.94,,60.0,,True,17.96,,China,2026-04-02,93.43,09:32:34,gemini_tops
4387073,PUFFER VEST - Black | ZARA United States,GENERAL,Black,49.9,,68,True,2950.0,31.57,,68.0,,True,18.33,"Composition: 68% lyocell, 32% polyester | 32% polyester",Cambodia,2026-04-02,93.43,09:32:34,gemini_tops
8372093,PUFFER VEST WITH ZIPPERS - Khaki | ZARA United States,GENERAL,Khaki,49.9,,69,True,2950.0,31.57,,69.0,,True,18.33,69% cotton | 100% polyester | 69% RCS-certified recycled cotton | 100% RCS-certified recycled polyester,Cambodia,2026-04-02,93.43,09:32:34,gemini_tops
8372114,POPLIN BALLOON TOP - Ecru | ZARA United States,GENERAL,Ecru,45.9,,100,True,2350.0,25.15,,100.0,,True,20.75,100% cotton | 100% polyester | 100% OCS certified organically grown cotton | 100% RCS-certified recycled polyester,Cambodia,2026-04-02,93.43,09:32:34,gemini_tops
3644324,STRETCH HALTER TOP - Black | ZARA United States,GENERAL,Black,35.9,,88,True,1950.0,20.87,,88.0,,True,15.03,"Composition: 88% polyester, 12% elastane | 88% polyester",Turkey,2026-04-02,93.43,09:32:34,gemini_tops
5644037,POLKA DOT HALTER TOP - Brown | ZARA United States,GENERAL,Brown,29.9,,96,True,1650.0,17.66,,96.0,,True,12.24,,Morocco,2026-04-02,93.43,09:32:34,gemini_tops
881032,POPLIN STRAPPY TOP - Light lilac | ZARA United States,GENERAL,Light lilac,39.9,,100,True,2050.0,21.94,,100.0,,True,17.96,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,India,2026-04-02,93.43,09:32:34,gemini_tops
1026304,CHOKER POLYAMIDE BODYSUIT - Dark brown | ZARA United States,GENERAL,Dark brown,35.9,,93,True,1950.0,20.87,,93.0,,True,15.03,,Turkey,2026-04-02,93.43,09:32:34,gemini_tops
15500710,PLATFORM SANDALS - Black | ZARA United States,GENERAL,Black,49.9,,100,True,,,,,,,,,India,2026-04-02,93.43,09:32:34,gemini_shoes
13322710,PATENT FINISH WEDGE SANDALS - Pink | ZARA United States,GENERAL,Pink,75.9,,100,True,,,,,,,,,China,2026-04-02,93.43,09:32:34,gemini_shoes
13601710,PRINTED FLAT BUCKLE SANDALS - Multi-color | ZARA United States,GENERAL,Multi-color,55.9,,86,True,2950.0,31.57,,86.0,,True,24.33,86% cotton | 86% RCS-certified recycled cotton,China,2026-04-02,93.43,09:32:34,gemini_shoes
11551710,POINTED TOE SLINGBACK BALLET FLATS - Black | ZARA United States,GENERAL,Black,59.9,,100,True,,,,,,,,100% polyester | 85% polyester | 100% RCS-certified recycled polyester | 85% RCS-certified recycled polyester,China,2026-04-02,93.43,09:32:34,gemini_shoes
12224710,PERFORATED SLINGBACK HEELS - Off White | ZARA United States,GENERAL,Off White,79.9,,100,True,4950.0,52.98,,100.0,,True,26.92,100% polyester | 12% polyester | 100% RCS-certified recycled polyester | 12% RCS-certified recycled polyester,China,2026-04-02,93.43,09:32:34,gemini_shoes
15510710,PLATFORM SANDALS - Khaki Green | ZARA United States,GENERAL,Khaki Green,49.9,,86,True,,,,,,,,,China,2026-04-02,93.43,09:32:34,gemini_shoes
