Product_ID,name,Category,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_on_sale,IN_price_current_inr,IN_price_current_usd,IN_price_original_inr,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,date,exchange_rate
02395582,PINSTRIPE BLAZER SET - Navy blue | ZARA United States,GENERAL,Navy blue,89.9,,"
62",True,4950.0,52.87,,"
62",,True,37.03,62% polyester | 62% RCS-certified recycled polyester,Morocco,2026-03-22,93.62
02324603,PUFF SLEEVE BLAZER - Brown | ZARA United States,GENERAL,Brown,99.9,,"
58",True,5550.0,59.28,,"
58",,True,40.62,58% polyester | 58% RCS-certified recycled polyester,Morocco,2026-03-22,93.62
03736048,ZW COLLECTION PINSTRIPE BLAZER DRESS - Gray | ZARA United States,GENERAL,Gray,179.0,,"
69",True,10950.0,116.96,,"
69",,True,62.04,69% polyester | 55% polyester | 69% RCS-certified recycled polyester | 55% RCS-certified recycled polyester,China,2026-03-22,93.62
