Product_ID,name,Category,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_on_sale,IN_price_current_inr,IN_price_current_usd,IN_price_original_inr,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,date,exchange_rate,time,Source File
4493144,REGULAR FIT SHIRT - Black | ZARA United States,GENERAL,Black,69.9,,60,True,3950.0,42.43,,60.0,,True,27.47,"Composition: 60% cotton, 40% polyester | 60% cotton | 40% polyester | 60% OCS certified organically grown cotton | 40% RCS-certified recycled polyester",Morocco,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
4333476,TEXTURED WEAVE SHIRT - Ecru | ZARA United States,GENERAL,Ecru,59.9,,74,True,2950.0,31.69,,74.0,,True,28.21,"Composition: 74% cotton, 26% polyester | 74% cotton | 26% polyester | 26% RCS-certified recycled polyester | 74% OCS certified organically grown cotton",Turkey,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
4364653,RELAXED FIT FLOWY SHIRT - Brown | ZARA United States,GENERAL,Brown,69.9,,87,True,3950.0,42.43,,87.0,,True,27.47,"Composition: 87% lyocell, 13% polyester | 13% polyester",Morocco,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
3715204,RELAXED FIT FLOWY SHIRT - Mink brown | ZARA United States,GENERAL,Mink brown,59.9,,72,True,2950.0,31.69,,72.0,,True,28.21,"Composition: 72% lyocell, 28% polyester | 28% polyester",Cambodia,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
4547844,PLAID CROPPED FIT SHIRT - Green stripe | ZARA United States,GENERAL,Green stripe,59.9,,37,True,2950.0,31.69,,37.0,,True,28.21,"Composition: 37% viscose, 27% cotton, 22% polyester, 14% polyamide | 27% cotton | 22% polyester | 27% OCS certified organically grown cotton | 22% RCS-certified recycled polyester",Morocco,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
6085470,RELAXED FIT PLAID TEXT SHIRT - Light blue | ZARA United States,GENERAL,Light blue,59.9,,100,True,2950.0,31.69,,100.0,,True,28.21,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Morocco,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
4302310,PLAID EMBROIDERED CROPPED SHIRT - Blue | ZARA United States,GENERAL,Blue,59.9,,100,True,2950.0,31.69,,100.0,,True,28.21,Composition: 100% cotton | 100% cotton,Bangladesh,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
6085410,WASHED PRINTED SHIRT - White | ZARA United States,GENERAL,White,59.9,,100,True,2950.0,31.69,,100.0,,True,28.21,Composition: 100% cotton | 100% cotton,Morocco,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
975649,REGULAR FIT TEXTURED SHIRT - White | ZARA United States,GENERAL,White,79.9,,100,True,4350.0,46.72,,100.0,,True,33.18,Composition: 100% cotton | 100% cotton | 50% OCS certified organically grown cotton,Egypt,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
7545573,COTTON PLAID SHIRT - Blue / White | ZARA United States,GENERAL,Blue / White,69.9,,100,True,3950.0,42.43,,100.0,,True,27.47,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Turkey,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
5070904,100% LINEN RELAXED FIT SHIRT - Light beige | ZARA United States,GENERAL,Light beige,69.9,,100,True,3950.0,42.43,,100.0,,True,27.47,100% LINEN RELAXED FIT SHIRT | Composition: 100% linen | / 100% LINEN RELAXED FIT SHIRT | 100% linen,Bangladesh,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
4286184,FLOWY STRIPED SHIRT - Light blue | ZARA United States,GENERAL,Light blue,59.9,,89,True,2950.0,31.69,,89.0,,True,28.21,"Composition: 89% viscose, 11% polyester | 11% polyester",Morocco,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
4428823,WASHED RELAXED FIT POCKET SHIRT - Blue / Indigo | ZARA United States,GENERAL,Blue / Indigo,69.9,,100,True,3950.0,42.43,,100.0,,True,27.47,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Morocco,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
7545403,PLAID SHIRT WITH POCKETS - Gray / Tan | ZARA United States,GENERAL,Gray / Tan,69.9,,100,True,3950.0,42.43,,100.0,,True,27.47,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Turkey,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
1437470,WASHED BOXY FIT SHIRT - Light blue | ZARA United States,GENERAL,Light blue,59.9,,100,True,2950.0,31.69,,100.0,,True,28.21,Composition: 100% cotton | 100% cotton,Bangladesh,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
4462213,RELAXED FIT PLAID SHIRT - taupe brown | ZARA United States,GENERAL,taupe brown,69.9,,46,True,3950.0,42.43,,46.0,,True,27.47,"Composition: 46% cotton, 22% polyester, 20% viscose, 12% polyamide | 46% cotton | 22% polyester | 46% OCS certified organically grown cotton | 22% RCS-certified recycled polyester",Morocco,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
975402,RELAXED FIT STRIPED JACQUARD SHIRT - Blue | ZARA United States,GENERAL,Blue,69.9,,100,True,3950.0,42.43,,100.0,,True,27.47,Composition: 100% cotton | 100% cotton,Egypt,2026-04-02,93.1,21:10:06,comparison_shirtsl765.html
4410410,100% LINEN SUIT JACKET - Light beige | ZARA United States,GENERAL,Light beige,169.0,,100,True,9550.0,102.58,,100.0,,True,66.42,100% LINEN SUIT JACKET | 100% linen | 100% polyester | / 100% LINEN SUIT JACKET | 100% certified European grown linen | 100% RCS-certified recycled polyester,Bangladesh,2026-04-02,93.1,21:10:06,comparison_suitsl808.html
4324018,VISCOSE-LINEN STRIPED SUIT PANTS WITH SIDE PLEATS - Dark brown | ZARA United States,GENERAL,Dark brown,199.0,,52,True,11950.0,128.36,,52.0,,True,70.64,"Composition: 52% viscose, 48% linen | 48% linen",Morocco,2026-04-02,93.1,21:10:06,comparison_suitsl808.html
4174374,100% LINEN SUIT PANTS - Brown | ZARA United States,GENERAL,Brown,119.0,,100,True,6550.0,70.35,,100.0,,True,48.65,100% LINEN SUIT PANTS | Composition: 100% linen | / 100% LINEN SUIT PANTS | 100% linen | 100% certified European grown linen,Morocco,2026-04-02,93.1,21:10:06,comparison_suitsl808.html
4173374,100% LINEN DOUBLE BREASTED SUIT JACKET - Brown | ZARA United States,GENERAL,Brown,229.0,,100,True,13950.0,149.84,,100.0,,True,79.16,100% LINEN DOUBLE BREASTED SUIT JACKET | 100% linen | 62% cotton | 38% polyester | 95% polyester | / 100% LINEN DOUBLE BREASTED SUIT JACKET | 100% certified European grown linen | 62% OCS certified organically grown cotton | 38% RCS-certified recycled polyester | 95% RCS-certified recycled polyester,Morocco,2026-04-02,93.1,21:10:06,comparison_suitsl808.html
4410411,100% LINEN SUIT PANTS - Light beige | ZARA United States,GENERAL,Light beige,79.9,,100,True,4350.0,46.72,,100.0,,True,33.18,100% LINEN SUIT PANTS | Composition: 100% linen | / 100% LINEN SUIT PANTS | 100% linen | 100% certified European grown linen,Bangladesh,2026-04-02,93.1,21:10:06,comparison_suitsl808.html
4283333,100% LINEN SUIT BLAZER - Light beige | ZARA United States,GENERAL,Light beige,169.0,,100,True,9550.0,102.58,,100.0,,True,66.42,100% LINEN SUIT BLAZER | 100% linen | 100% polyester | / 100% LINEN SUIT BLAZER | 100% certified European grown linen | 100% RCS-certified recycled polyester,Morocco,2026-04-02,93.1,21:10:06,comparison_suitsl808.html
4285333,100% LINEN SUIT PANTS - Light beige | ZARA United States,GENERAL,Light beige,79.9,,100,True,4350.0,46.72,,100.0,,True,33.18,100% LINEN SUIT PANTS | Composition: 100% linen | / 100% LINEN SUIT PANTS | 100% linen | 100% certified European grown linen,Morocco,2026-04-02,93.1,21:10:06,comparison_suitsl808.html
4323019,STRIPED VISCOSE - LINEN SUIT JACKET - Dark brown | ZARA United States,GENERAL,Dark brown,229.0,,52,True,13950.0,149.84,,52.0,,True,79.16,48% linen | 55% polyester | 65% cotton | 35% polyester,,2026-04-02,93.1,21:10:06,comparison_suitsl808.html
4321032,LINEN - LYOCELL DOUBLE BREASTED SUIT JACKET - Black | ZARA United States,GENERAL,Black,199.0,,61,True,11950.0,128.36,,61.0,,True,70.64,61% linen | 55% polyester | 65% cotton | 35% polyester,Morocco,2026-04-02,93.1,21:10:06,comparison_suitsl808.html
4375333,100% LINEN SUIT JACKET - Blue / Gray | ZARA United States,GENERAL,Blue / Gray,169.0,,100,True,9550.0,102.58,,100.0,,True,66.42,100% LINEN SUIT JACKET | 100% linen | 100% polyester | / 100% LINEN SUIT JACKET | 100% certified European grown linen,Morocco,2026-04-02,93.1,21:10:06,comparison_suitsl808.html
4380333,100% LINEN SUIT PANTS - Blue / Gray | ZARA United States,GENERAL,Blue / Gray,79.9,,100,True,4350.0,46.72,,100.0,,True,33.18,100% LINEN SUIT PANTS | Composition: 100% linen | / 100% LINEN SUIT PANTS | 100% linen | 100% certified European grown linen,Morocco,2026-04-02,93.1,21:10:06,comparison_suitsl808.html
4286333,100% LINEN DOUBLE-BREASTED SUIT BLAZER - Khaki | ZARA United States,GENERAL,Khaki,169.0,,100,True,9550.0,102.58,,100.0,,True,66.42,100% LINEN DOUBLE-BREASTED SUIT BLAZER | 100% linen | 100% polyester | / 100% LINEN DOUBLE-BREASTED SUIT BLAZER | 100% certified European grown linen,Morocco,2026-04-02,93.1,21:10:06,comparison_suitsl808.html
4381333,100% LINEN SUIT PANTS - Khaki | ZARA United States,GENERAL,Khaki,79.9,,100,True,4350.0,46.72,,100.0,,True,33.18,100% LINEN SUIT PANTS | Composition: 100% linen | / 100% LINEN SUIT PANTS | 100% linen | 100% certified European grown linen,Morocco,2026-04-02,93.1,21:10:06,comparison_suitsl808.html
4313023,FLOWY RELAXED FIT PANTS - Printed | ZARA United States,GENERAL,Printed,129.0,,100,True,7550.0,81.1,,100.0,,True,47.9,,Morocco,2026-04-02,93.1,21:10:06,comparison_rousers
7147436,RELAXED FIT TEXTURED PANTS - Light beige | ZARA United States,GENERAL,Light beige,69.9,,78,True,3950.0,42.43,,78.0,,True,27.47,"Composition: 78% cotton, 22% polyester | 78% cotton | 22% polyester",Bangladesh,2026-04-02,93.1,21:10:06,comparison_rousers
4344033,CONTRAST EMBROIDERED LINEN-COTTON PANTS - Green / Blue | ZARA United States,GENERAL,Green / Blue,149.0,,55,True,8550.0,91.84,,55.0,,True,57.16,"Composition: 55% linen, 45% cotton | 55% linen | 45% cotton | 45% RCS-certified recycled cotton",China,2026-04-02,93.1,21:10:06,comparison_rousers
4027204,RELAXED FIT FLOWY PANTS - Mink brown | ZARA United States,GENERAL,Mink brown,59.9,,72,True,2950.0,31.69,,72.0,,True,28.21,"Composition: 72% lyocell, 28% polyester | 28% polyester",Cambodia,2026-04-02,93.1,21:10:06,comparison_rousers
4315013,FLOWY DRAWSTRING PANTS - Dark navy | ZARA United States,GENERAL,Dark navy,119.0,,8,True,6550.0,70.35,,8.0,,True,48.65,"Relaxed fit cropped pants made of flowy fabric with a viscose and 8% linen blend. Adjustable waist with interior drawstring. Front pleats. Side pockets and back double welt pockets with button. Adjustable hem with side drawstrings. Front crisscross drawstring closure. | Composition: 92% viscose, 8% linen | 8% linen",Morocco,2026-04-02,93.1,21:10:06,comparison_rousers
4312014,RELAXED FIT WRAP PANTS - Taupe gray | ZARA United States,GENERAL,Taupe gray,129.0,,14,True,7550.0,81.1,,14.0,,True,47.9,"Relaxed fit pants made of flowing fabric with a viscose and 14% linen blend. Front pockets and back buttoned welt pockets. Front wrap closure with zipper, button, and tab. | Composition: 86% viscose, 14% linen | 14% linen",Morocco,2026-04-02,93.1,21:10:06,comparison_rousers
4322032,LINEN - LYOCELL PLEATED SUIT PANTS - Black | ZARA United States,GENERAL,Black,149.0,,61,True,8550.0,91.84,,61.0,,True,57.16,"Composition: 61% linen, 39% lyocell | 61% linen",Morocco,2026-04-02,93.1,21:10:06,comparison_rousers
5585001,BALLOON FIT JEANS - Blue | ZARA United States,GENERAL,Blue,129.0,,100,True,7550.0,81.1,,100.0,,True,47.9,Composition: 100% cotton | 100% cotton,Turkey,2026-04-02,93.1,21:10:06,comparison_rousers
4060430,RELAXED FIT WRAP CLOSURE PANTS - Light gray | ZARA United States,GENERAL,Light gray,59.9,,100,True,,,,,,,,Composition: 100% cotton | 100% cotton | 25% RCS-certified recycled cotton | 75% OCS certified organically grown cotton,Pakistan,2026-04-02,93.1,21:10:06,comparison_rousers
706950,RELAXED FIT PLEATED PANTS - Black | ZARA United States,GENERAL,Black,79.9,,64,True,4350.0,46.72,,64.0,,True,33.18,"Composition: 64% polyester, 34% viscose, 2% elastane | 64% polyester | 64% RCS-certified recycled polyester",Turkey,2026-04-02,93.1,21:10:06,comparison_rousers
5070902,100% LINEN RELAXED FIT PANTS - Light beige | ZARA United States,GENERAL,Light beige,79.9,,100,True,4350.0,46.72,,100.0,,True,33.18,100% LINEN RELAXED FIT PANTS | Composition: 100% linen | / 100% LINEN RELAXED FIT PANTS | 100% linen,Bangladesh,2026-04-02,93.1,21:10:06,comparison_rousers
761440,BASIC RELAXED FIT JOGGING PANTS - Black | ZARA United States,GENERAL,Black,49.9,,64,True,2550.0,27.39,,64.0,,True,22.51,"Composition: 64% cotton, 36% polyester | 64% cotton | 36% polyester | 33% RCS-certified recycled polyester | 22% RCS-certified recycled cotton | 42% OCS certified organically grown cotton",Turkey,2026-04-02,93.1,21:10:06,comparison_rousers
4470460,RELAXED FIT COTTON - LINEN PANTS - Light beige | ZARA United States,GENERAL,Light beige,59.9,,72,True,2950.0,31.69,,72.0,,True,28.21,"Composition: 72% cotton, 28% linen | 72% cotton | 28% linen | 52% RCS-certified recycled cotton",Morocco,2026-04-02,93.1,21:10:06,comparison_rousers
6861391,RELAXED FIT PLEATED PANTS - Oyster-white | ZARA United States,GENERAL,Oyster-white,79.9,,75,True,4350.0,46.72,,75.0,,True,33.18,"Composition: 75% polyester, 19% viscose, 6% elastane | 75% polyester",Turkey,2026-04-02,93.1,21:10:06,comparison_rousers
3991445,RELAXED FIT PINSTRIPE CHINO PANTS - Ecru | ZARA United States,GENERAL,Ecru,79.9,,100,True,4350.0,46.72,,100.0,,True,33.18,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Turkey,2026-04-02,93.1,21:10:06,comparison_rousers
5854412,RELAXED FIT TEXTURED SUIT WIDE-LEG PANTS - Brown / Taupe | ZARA United States,GENERAL,Brown / Taupe,99.9,,63,True,,,,,,,,"Composition: 63% polyester, 27% viscose, 8% wool, 2% elastane | 63% polyester | 8% wool | 8% RWS certified wool | 63% RCS-certified recycled polyester",China,2026-04-02,93.1,21:10:06,comparison_rousers
2634235,RELAXED FIT FLOWY PANTS - Navy blue | ZARA United States,GENERAL,Navy blue,69.9,,93,True,3950.0,42.43,,93.0,,True,27.47,"Composition: 93% viscose, 7% polyester | 7% polyester",Bangladesh,2026-04-02,93.1,21:10:06,comparison_rousers
4442423,CONTRAST STRIPE BAND PANTS - Red | ZARA United States,GENERAL,Red,59.9,,100,True,2950.0,31.69,,100.0,,True,28.21,100% cotton | 90% polyester | 90% RCS-certified recycled polyester | 100% OCS certified organically grown cotton,Bangladesh,2026-04-02,93.1,21:10:06,comparison_rousers
4512653,FLOWY PLEATED PANTS - Ecru | ZARA United States,GENERAL,Ecru,79.9,,87,True,4350.0,46.72,,87.0,,True,33.18,"Composition: 87% lyocell, 13% polyester | 13% polyester",Morocco,2026-04-02,93.1,21:10:06,comparison_rousers
4048471,STRIPED RELAXED FIT CHINO PANTS - Blue | ZARA United States,GENERAL,Blue,79.9,,100,True,4350.0,46.72,,100.0,,True,33.18,Composition: 100% cotton | 100% cotton | 20% RCS-certified recycled cotton,Bangladesh,2026-04-02,93.1,21:10:06,comparison_rousers
5070204,HERRINGBONE WOOL BLEND SUIT PANTS - Gray | ZARA United States,GENERAL,Gray,79.9,,65,True,4350.0,46.72,,65.0,,True,33.18,65% polyester | 35% wool | 100% polyester | 35% RCS-certified recycled wool | 65% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,China,2026-04-02,93.1,21:10:06,comparison_rousers
122235,FLOWY RELAXED FIT PANTS - Black | ZARA United States,GENERAL,Black,69.9,,93,True,3950.0,42.43,,93.0,,True,27.47,"Composition: 93% viscose, 7% polyester | 7% polyester",Bangladesh,2026-04-02,93.1,21:10:06,comparison_rousers
4550304,STRUCTURED COTTON - LINEN PANTS - Navy blue | ZARA United States,GENERAL,Navy blue,79.9,,90,True,4350.0,46.72,,90.0,,True,33.18,"Composition: 90% cotton, 10% linen | 90% cotton | 10% linen",Morocco,2026-04-02,93.1,21:10:06,comparison_rousers
6987450,RELAXED FIT CHINO PANTS WITH BELT LOOPS - Khaki | ZARA United States,GENERAL,Khaki,79.9,,100,True,4350.0,46.72,,100.0,,True,33.18,Composition: 100% cotton | 100% cotton | 25% RCS-certified recycled cotton,Bangladesh,2026-04-02,93.1,21:10:06,comparison_rousers
3991433,RELAXED FIT PINSTRIPE PANTS - Blue | ZARA United States,GENERAL,Blue,79.9,,100,True,4350.0,46.72,,100.0,,True,33.18,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Turkey,2026-04-02,93.1,21:10:06,comparison_rousers
3284409,TEXTURED KNIT PANTS - Navy blue | ZARA United States,GENERAL,Navy blue,79.9,,100,True,4350.0,46.72,,100.0,,True,33.18,Composition: 100% cotton | 100% cotton,Bangladesh,2026-04-02,93.1,21:10:06,comparison_rousers
4146674,WOOL PLEATED PANTS - Ecru | ZARA United States,GENERAL,Ecru,99.9,,59,True,5550.0,59.61,,59.0,,True,40.29,"Composition: 59% polyester, 41% wool | 59% polyester | 41% wool | 41% RWS certified wool | 59% RCS-certified recycled polyester",Morocco,2026-04-02,93.1,21:10:06,comparison_rousers
5862111,RELAXED FIT PLEATED PANTS - Oyster-white | ZARA United States,GENERAL,Oyster-white,99.9,,100,True,5550.0,59.61,,100.0,,True,40.29,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Turkey,2026-04-02,93.1,21:10:06,comparison_rousers
4365456,WASHED RELAXED FIT CHINO PANTS - Gray | ZARA United States,GENERAL,Gray,79.9,,100,True,4350.0,46.72,,100.0,,True,33.18,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Bangladesh,2026-04-02,93.1,21:10:06,comparison_rousers
1564110,PINSTRIPE SUIT PANTS - Anthracite Gray | ZARA United States,GENERAL,Anthracite Gray,79.9,,23,True,4350.0,46.72,,23.0,,True,33.18,"Relaxed fit pants made from 23% wool fabric. Front pockets and back double-welt pockets with button. Front zip and button closure. | Composition: 60% polyester, 23% wool, 17% viscose | 60% polyester | 23% wool | 23% RWS certified wool | 60% RCS-certified recycled polyester",Turkey,2026-04-02,93.1,21:10:06,comparison_rousers
3918426,CONTRAST STRIPE TEXTURED JOGGER PANTS - Ecru | ZARA United States,GENERAL,Ecru,79.9,,95,True,4350.0,46.72,,95.0,,True,33.18,95% polyester | 100% polyester | 95% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,Bangladesh,2026-04-02,93.1,21:10:06,comparison_rousers
122400,CARGO PANTS WITH POCKETS - Brown | ZARA United States,GENERAL,Brown,79.9,,100,True,,,,,,,,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Bangladesh,2026-04-02,93.1,21:10:06,comparison_rousers
155315,FAUX LEATHER RELAXED FIT PANTS - Black | ZARA United States,GENERAL,Black,79.9,,100,True,4350.0,46.72,,100.0,,True,33.18,100% polyester | 100% cotton | 100% RCS-certified recycled polyester | 100% OCS certified organically grown cotton,China,2026-04-02,93.1,21:10:06,comparison_rousers
3918305,PARACHUTE CARGO PANTS - Gray | ZARA United States,GENERAL,Gray,79.9,,100,True,4350.0,46.72,,100.0,,True,33.18,Composition: 100% cotton | 100% cotton,China,2026-04-02,93.1,21:10:06,comparison_rousers
4036070,RELAXED FIT PLEATED PANTS - Sand | ZARA United States,GENERAL,Sand,79.9,,67,True,4350.0,46.72,,67.0,,True,33.18,"Composition: 67% polyester, 27% viscose, 6% elastane | 67% polyester | 67% RCS-certified recycled polyester",Morocco,2026-04-02,93.1,21:10:06,comparison_rousers
6861735,RELAXED FIT PANTS - Light beige | ZARA United States,GENERAL,Light beige,69.9,,100,True,3950.0,42.43,,100.0,,True,27.47,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Turkey,2026-04-02,93.1,21:10:06,comparison_rousers
1195466,RELAXED FIT LINEN - VISCOSE PANTS - Black | ZARA United States,GENERAL,Black,69.9,,52,True,3950.0,42.43,,52.0,,True,27.47,"Composition: 52% linen, 48% viscose | 52% linen | 52% certified European grown linen",Bangladesh,2026-04-02,93.1,21:10:06,comparison_rousers
1195235,FLOWY RELAXED FIT PANTS - Brown / Taupe | ZARA United States,GENERAL,Brown / Taupe,59.9,,93,True,2050.0,22.02,5550.0,,63.06,True,37.88,"Composition: 93% viscose, 7% polyester | 7% polyester",Bangladesh,2026-04-02,93.1,21:10:06,comparison_rousers
3918440,CONTRAST STRIPES TECHNICAL JOGGER PANTS - Red | ZARA United States,GENERAL,Red,59.9,,100,True,2950.0,31.69,,100.0,,True,28.21,,Bangladesh,2026-04-02,93.1,21:10:06,comparison_rousers
1195462,FLOWY PLEATED PANTS - Olive green | ZARA United States,GENERAL,Olive green,59.9,,89,True,2950.0,31.69,,89.0,,True,28.21,"Composition: 89% lyocell, 11% polyester | 11% polyester",Bangladesh,2026-04-02,93.1,21:10:06,comparison_rousers
5085100,RELAXED FIT SEQUIN PANTS - Dark navy | ZARA United States,GENERAL,Dark navy,179.0,,18,True,10950.0,117.62,,18.0,,True,61.38,"Composition: 68% polyester, 18% viscose, 14% wool | 68% polyester | 14% wool | 14% RCS-certified recycled wool | 68% RCS-certified recycled polyester",China,2026-04-02,93.1,21:10:06,comparison_rousers
706706,RELAXED FIT COTTON - LINEN PANTS - Mink | ZARA United States,GENERAL,Mink,99.9,,79,True,5550.0,59.61,,79.0,,True,40.29,"Composition: 79% cotton, 21% linen | 79% cotton | 21% linen | 79% OCS certified organically grown cotton",Turkey,2026-04-02,93.1,21:10:06,comparison_rousers
3991466,PLEATED DENIM CHINO PANTS - Indigo | ZARA United States,GENERAL,Indigo,99.9,,100,True,5550.0,59.61,,100.0,,True,40.29,Composition: 100% cotton | 100% cotton,Turkey,2026-04-02,93.1,21:10:06,comparison_rousers
7563404,RELAXED FIT STUDDED PANTS - Sand / Marl | ZARA United States,GENERAL,Sand / Marl,99.9,,100,True,5550.0,59.61,,100.0,,True,40.29,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Turkey,2026-04-02,93.1,21:10:06,comparison_rousers
1564115,FLOWY PLEATED BELTED PANTS - Mid-green | ZARA United States,GENERAL,Mid-green,99.9,,60,True,5550.0,59.61,,60.0,,True,40.29,"Composition: 60% lyocell, 40% cotton | 40% cotton",Turkey,2026-04-02,93.1,21:10:06,comparison_rousers
6096324,COLOR BLOCK TECHNICAL SOCCER PANTS - Burgundy | ZARA United States,GENERAL,Burgundy,89.9,,95,True,5550.0,59.61,,95.0,,True,30.29,,China,2026-04-02,93.1,21:10:06,comparison_rousers
4514426,RELAXED FIT PLEATED CHINO PANTS - Beige | ZARA United States,GENERAL,Beige,79.9,,100,True,4350.0,46.72,,100.0,,True,33.18,100% cotton | 55% cotton | 45% polyester,Turkey,2026-04-02,93.1,21:10:06,comparison_rousers
