Product_ID,name,Category,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_on_sale,IN_price_current_inr,IN_price_current_usd,IN_price_original_inr,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,date,exchange_rate,time
00653653,POLKA DOT PRINT TIE - Blue | ZARA United States,GENERAL,Blue,14.9,, 100,True,750.0,8.06,, 100,,True,6.84,Composition: 100% polyester | 100% polyester | 100% RCS-certified recycled polyester,China,2026-04-02,93.1,11:58:32
00653654,ANIMAL PRINT TIE - Blue | ZARA United States,GENERAL,Blue,14.9,, 100,True,750.0,8.06,, 100,,True,6.84,Composition: 100% polyester | 100% polyester | 100% RCS-certified recycled polyester,China,2026-04-02,93.1,11:58:32
00653650,STRIPED PRINT TIE - Blue | ZARA United States,GENERAL,Blue,14.9,, 100,True,750.0,8.06,, 100,,True,6.84,Composition: 100% polyester | 100% polyester | 100% RCS-certified recycled polyester,China,2026-04-02,93.1,11:58:32
02326603,CROISSANT AND MATCHA TEA KEYCHAIN - Brown | ZARA United States,GENERAL,Brown,15.9,,"
28",True,850.0,9.13,,"
28",,True,6.77,12% polyester | 100% polyester | 100% RCS-certified recycled polyester,China,2026-04-02,93.1,11:58:32
02326611,BEAR AND HEART KEYCHAIN - Light brown | ZARA United States,GENERAL,Light brown,22.9,,"
45",True,,,,,,,,45% polyester | 100% polyester | 45% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,China,2026-04-02,93.1,11:58:32
00653645,FOLDABLE STAR PRINT UMBRELLA - Anthracite grey | ZARA United States,GENERAL,Anthracite grey,25.9,, 100,True,1450.0,15.57,, 100,,True,10.33,Composition: 100% polyester | 100% polyester | 100% RCS-certified recycled polyester,China,2026-04-02,93.1,11:58:32
00653629,HEART PRINT FOLDING UMBRELLA - Ecru | ZARA United States,GENERAL,Ecru,25.9,, 100,True,1450.0,15.57,, 100,,True,10.33,Composition: 100% polyester | 100% polyester | 100% RCS-certified recycled polyester,China,2026-04-02,93.1,11:58:32
