Product_ID,name,Category,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_on_sale,IN_price_current_inr,IN_price_current_usd,IN_price_original_inr,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,date,exchange_rate,time
06688604,RHINESTONE & STAR WIDE LEG JEANS - White | ZARA United States,GENERAL,White,49.9,, 60,True,2950.0,31.69,, 60,,True,18.21,"Composition: 60% cotton, 40% lyocell | 60% cotton | 5% RCS-certified recycled cotton | 55% OCS certified organically grown cotton",Turkey,2026-04-02,93.1,16:27:26
00327609,ZEBRA PRINT WIDE LEG JEANS - Gray marl | ZARA United States,GENERAL,Gray marl,49.9,, 100,True,2950.0,31.69,, 100,,True,18.21,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Turkey,2026-04-02,93.1,16:27:26
00595625,STUDDED WIDE LEG JEANS - Ecru | ZARA United States,GENERAL,Ecru,49.9,, 100,True,2950.0,31.69,, 100,,True,18.21,Composition: 100% cotton | 100% cotton,Bangladesh,2026-04-02,93.1,16:27:26
04551626,STUDDED BARREL JEANS - Mink | ZARA United States,GENERAL,Mink,45.9,, 100,True,2550.0,27.39,, 100,,True,18.51,Composition: 100% cotton | 100% cotton | 20% RCS-certified recycled cotton,Bangladesh,2026-04-02,93.1,16:27:26
00595626,ANIMAL PRINT WIDE LEG JEANS - Blue | ZARA United States,GENERAL,Blue,39.9,, 100,True,2350.0,25.24,, 100,,True,14.66,Composition: 100% cotton | 100% cotton,Bangladesh,2026-04-02,93.1,16:27:26
06045610,STUDDED BOOTCUT JEANS - Gray | ZARA United States,GENERAL,Gray,49.9,, 100,True,2950.0,31.69,, 100,,True,18.21,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Egypt,2026-04-02,93.1,16:27:26
04551644,STUDDED STRAIGHT LEG JEANS - Gray | ZARA United States,GENERAL,Gray,49.9,, 100,True,2950.0,31.69,, 100,,True,18.21,Composition: 100% cotton | 100% cotton | 20% RCS-certified recycled cotton | 80% OCS certified organically grown cotton,Bangladesh,2026-04-02,93.1,16:27:26
00327603,WIDE LEG JEANS WITH SHIMMER FRINGE - Blue / Gray | ZARA United States,GENERAL,Blue / Gray,49.9,, 60,True,2950.0,31.69,, 60,,True,18.21,"Composition: 60% cotton, 40% lyocell | 60% cotton | 5% RCS-certified recycled cotton | 55% OCS certified organically grown cotton",Turkey,2026-04-02,93.1,16:27:26
01300602,WIDE LEG JEANS WITH STUDS - Ecru / Blue | ZARA United States,GENERAL,Ecru / Blue,49.9,, 100,True,2950.0,31.69,, 100,,True,18.21,Composition: 100% cotton | 100% cotton | 30% RCS-certified recycled cotton | 70% OCS certified organically grown cotton,Turkey,2026-04-02,93.1,16:27:26
04551627,RHINESTONE STAR WIDE LEG JEANS - Blue | ZARA United States,GENERAL,Blue,49.9,, 100,True,2950.0,31.69,, 100,,True,18.21,Composition: 100% cotton | 100% cotton | 30% RCS-certified recycled cotton,Bangladesh,2026-04-02,93.1,16:27:26
00327621,STAR WIDE LEG JEANS - Light blue | ZARA United States,GENERAL,Light blue,49.9,, 100,True,2950.0,31.69,, 100,,True,18.21,Composition: 100% cotton | 100% cotton | 30% RCS-certified recycled cotton | 70% OCS certified organically grown cotton,Turkey,2026-04-02,93.1,16:27:26
04551628,WIDE LEG STUDDED JEANS - Blue | ZARA United States,GENERAL,Blue,49.9,, 100,True,2950.0,31.69,, 100,,True,18.21,Composition: 100% cotton | 100% cotton | 30% RCS-certified recycled cotton,Bangladesh,2026-04-02,93.1,16:27:26
04551633,WIDE LEG JEANS WITH ANIMAL PRINT STAR PATCHES - Stone | ZARA United States,GENERAL,Stone,45.9,, 100,True,2550.0,27.39,, 100,,True,18.51,Composition: 100% cotton | 100% cotton | 20% RCS-certified recycled cotton | 80% OCS certified organically grown cotton,Bangladesh,2026-04-02,93.1,16:27:26
00327620,ANIMAL PATCH WIDE LEG JEANS - Light blue | ZARA United States,GENERAL,Light blue,45.9,, 100,True,2550.0,27.39,, 100,,True,18.51,Composition: 100% cotton | 100% cotton | 20% RCS-certified recycled cotton | 80% OCS certified organically grown cotton,Turkey,2026-04-02,93.1,16:27:26
04551613,BEADED WIDE LEG JEANS - Light blue | ZARA United States,GENERAL,Light blue,49.9,, 100,True,3550.0,38.13,, 100,,True,11.77,Composition: 100% cotton | 100% cotton | 30% RCS-certified recycled cotton,Bangladesh,2026-04-02,93.1,16:27:26
04551601,PEARL WIDE LEG JEANS - Blue | ZARA United States,GENERAL,Blue,49.9,, 100,True,3550.0,38.13,, 100,,True,11.77,Composition: 100% cotton | 100% cotton | 30% RCS-certified recycled cotton,Bangladesh,2026-04-02,93.1,16:27:26
00327707,ANIMAL PRINT WIDE LEG JEANS - Brown | ZARA United States,GENERAL,Brown,45.9,, 100,True,2550.0,27.39,, 100,,True,18.51,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Turkey,2026-04-02,93.1,16:27:26
01129798,WIDE LEG POLKA DOT JEANS - Sand / Black | ZARA United States,GENERAL,Sand / Black,39.9,, 100,True,2350.0,25.24,, 100,,True,14.66,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Morocco,2026-04-02,93.1,16:27:26
04441622,HELLO KITTY © SANRIO STRAIGHT JEANS - Blue | ZARA United States,GENERAL,Blue,49.9,, 100,True,2950.0,31.69,, 100,,True,18.21,Composition: 100% cotton | 100% cotton | 30% RCS-certified recycled cotton,Bangladesh,2026-04-02,93.1,16:27:26
04441621,EMBROIDERED LILO & STITCH © DISNEY WIDE LEG JEANS - Blue | ZARA United States,GENERAL,Blue,49.9,, 100,True,2950.0,31.69,, 100,,True,18.21,Composition: 100% cotton,,2026-04-02,93.1,16:27:26
09632706,DISTRESSED WIDE LEG JEANS - Blue | ZARA United States,GENERAL,Blue,39.9,, 100,True,2350.0,25.24,, 100,,True,14.66,Composition: 100% cotton | 100% cotton | 20% RCS-certified recycled cotton,Bangladesh,2026-04-02,93.1,16:27:26
