feature,coefficient,abs_coefficient
"cat__materials_text_Composition: 98% cotton, 2% elastane | 98% cotton | 98% OCS certified organically grown cotton",0.03412642557212244,0.03412642557212244
cat__materials_text_65% polyester | 35% wool | 100% polyester | 35% RCS-certified recycled wool | 65% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,0.033911996418974175,0.033911996418974175
cat__Category_GENERAL,0.03357646189485804,0.03357646189485804
"cat__materials_text_Composition: 78% cotton, 22% polyester | 78% cotton | 22% polyester",-0.03257844485629785,0.03257844485629785
"cat__materials_text_Composition: 68% cotton, 32% polyamide | 68% cotton | 68% OCS certified organically grown cotton",-0.03254376259166681,0.03254376259166681
"cat__materials_text_Composition: 55% linen, 45% cotton | 55% linen | 45% cotton",-0.031201104663668926,0.031201104663668926
num__IN_discount_pct_calc,0.031129265436573506,0.031129265436573506
cat__colour_from_title_Printed,-0.031046279580927493,0.031046279580927493
"cat__materials_text_Composition: 95% cotton, 5% elastane | 95% cotton | 95% OCS certified organically grown cotton",0.030918078064204102,0.030918078064204102
cat__made_in_Tunisia,-0.030709910980343418,0.030709910980343418
"cat__materials_text_Composition: 71% polyester, 25% viscose, 4% elastane | 71% polyester | 71% RCS-certified recycled polyester",-0.030709910980343418,0.030709910980343418
cat__materials_text_100% LINEN FROCK COAT | Composition: 100% linen | / 100% LINEN FROCK COAT | 100% linen,0.030602238525371285,0.030602238525371285
cat__colour_from_title_Gray green,0.030602238525371285,0.030602238525371285
cat__made_in_Portugal,0.030109813730175565,0.030109813730175565
cat__materials_text_Composition: 100% cotton | 100% cotton | 30% RCS-certified recycled cotton,-0.030006791904020856,0.030006791904020856
"cat__materials_text_Composition: 51% polyester, 49% cotton, 0% viscose | 51% polyester | 49% cotton | 51% RCS-certified recycled polyester | 49% RCS-certified recycled cotton",0.029984512581613616,0.029984512581613616
cat__colour_from_title_Brown-Blue,-0.02948404730085486,0.02948404730085486
cat__colour_from_title_Gray,-0.029128658698439325,0.029128658698439325
cat__colour_from_title_Brown,-0.028950259652459537,0.028950259652459537
cat__colour_from_title_Chocolate brown,0.02821999622627187,0.02821999622627187
"cat__materials_text_Composition: 62% polyester, 32% viscose, 6% elastane | 62% polyester | 62% RCS-certified recycled polyester",0.02821999622627187,0.02821999622627187
cat__Source File_men_new,0.02820904725370669,0.02820904725370669
cat__materials_text_100% LINEN RELAXED FIT PANTS | Composition: 100% linen | / 100% LINEN RELAXED FIT PANTS | 100% linen,0.028016824291689855,0.028016824291689855
cat__colour_from_title_Gold,0.02777447033297247,0.02777447033297247
cat__made_in_Egypt,-0.027755990226292895,0.027755990226292895
cat__materials_text_100% cotton | 65% polyester | 35% cotton,0.02743772009465442,0.02743772009465442
"cat__materials_text_Composition: 57% cotton, 24% linen, 19% polyamide | 57% cotton | 24% linen | 24% RCS-certified recycled linen | 57% RCS-certified recycled cotton",-0.027194713184160252,0.027194713184160252
cat__colour_from_title_Mint,-0.026950995138763405,0.026950995138763405
"cat__materials_text_Composition: 57% cotton, 43% polyester | 57% cotton | 43% polyester | 43% RCS-certified recycled polyester | 34% RCS-certified recycled cotton | 23% OCS certified organically grown cotton",-0.026950995138763405,0.026950995138763405
cat__Segment_Kids,-0.026517834567210352,0.026517834567210352
cat__colour_from_title_Black / White,0.02598182401385904,0.02598182401385904
cat__materials_text_69% cotton | 71% polyester | 24% wool | 66% polyester | 55% cotton | 45% polyester | 69% OCS certified organically grown cotton | 24% RCS-certified recycled wool | 71% RCS-certified recycled polyester | 66% RCS-certified recycled polyester | 55% RCS-certified recycled cotton | 45% RCS-certified recycled polyester,-0.025971279478096274,0.025971279478096274
cat__colour_from_title_Stone,-0.025927961992907027,0.025927961992907027
cat__colour_from_title_Lilac,-0.025763660792900583,0.025763660792900583
cat__materials_text_100% cotton | 95% cotton | 100% OCS certified organically grown cotton | 95% OCS certified organically grown cotton,0.02519183225897613,0.02519183225897613
cat__colour_from_title_Blue / Gray,0.02479636808864906,0.02479636808864906
cat__colour_from_title_Blue / White,-0.024526927362544727,0.024526927362544727
cat__colour_from_title_Light lilac,-0.02432565363383393,0.02432565363383393
cat__made_in_Indonesia,0.023746346142974162,0.023746346142974162
"cat__materials_text_Composition: 63% polyester, 36% viscose, 1% elastane | 63% polyester",0.023746346142974162,0.023746346142974162
"cat__materials_text_Composition: 64% polyester, 34% viscose, 2% elastane | 64% polyester | 64% RCS-certified recycled polyester",-0.02348294804126002,0.02348294804126002
cat__materials_text_63% cotton | 33% polyester | 100% polyester | 63% OCS certified organically grown cotton | 33% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,-0.023375293787616512,0.023375293787616512
cat__materials_text_50% polyester | 90% polyester | 10% cotton | 100% polyester | 50% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,0.02285309017577966,0.02285309017577966
cat__colour_from_title_navy,0.02285309017577966,0.02285309017577966
"cat__materials_text_Composition: 78% cotton, 17% polyester, 5% viscose | 78% cotton | 17% polyester | 78% OCS certified organically grown cotton | 17% RCS-certified recycled polyester",0.022591048164850205,0.022591048164850205
cat__materials_text_63% cotton | 37% polyester | 100% polyester | 35% polyester | 63% OCS certified organically grown cotton | 37% RCS-certified recycled polyester | 100% RCS-certified recycled polyester | 35% RCS-certified recycled polyester,0.02213261339172609,0.02213261339172609
cat__colour_from_title_Light gray,0.02213261339172609,0.02213261339172609
cat__made_in_Morocco,-0.020847192603318285,0.020847192603318285
cat__colour_from_title_Dark eggplant,0.020542611107591157,0.020542611107591157
cat__materials_text_100% LINEN TEXTURED HANDKERCHIEF SHIRT | Composition: 100% linen | / 100% LINEN TEXTURED HANDKERCHIEF SHIRT | 100% linen,0.020542611107591157,0.020542611107591157
cat__materials_text_Composition: 100% cotton | 100% cotton | 60% OCS certified organically grown cotton | 40% RCS-certified recycled cotton,0.02045453466717513,0.02045453466717513
"cat__materials_text_Composition: 60% lyocell, 40% cotton | 40% cotton",-0.020046904604823775,0.020046904604823775
cat__colour_from_title_Dark yellow,0.019793188667548676,0.019793188667548676
cat__colour_from_title_Gray marl,-0.019097267516000223,0.019097267516000223
"cat__materials_text_Composition: 75% polyester, 19% viscose, 6% elastane | 75% polyester",-0.018275992132660013,0.018275992132660013
cat__colour_from_title_Light brown,-0.018077743986239524,0.018077743986239524
cat__colour_from_title_Mid-gray,-0.018031558961547584,0.018031558961547584
cat__materials_text_90% wool | 48% polyester | 90% RCS-certified recycled wool | 48% RCS-certified recycled polyester,0.017255478395456988,0.017255478395456988
"cat__materials_text_Composition: 59% polyester, 41% viscose | 59% polyester | 59% RCS-certified recycled polyester",-0.017235907623800707,0.017235907623800707
"cat__materials_text_Composition: 54% polyester, 39% viscose, 7% elastane | 54% polyester | 54% RCS-certified recycled polyester",0.01699536956450375,0.01699536956450375
cat__colour_from_title_Mid-mink,0.016311103510958623,0.016311103510958623
cat__colour_from_title_Gray / Tan,-0.01625448000441408,0.01625448000441408
cat__made_in_China,0.01585554743430162,0.01585554743430162
cat__colour_from_title_Blue,0.015458912429592006,0.015458912429592006
"cat__materials_text_Composition: 59% polyester, 41% wool | 59% polyester | 41% wool | 41% RWS certified wool | 59% RCS-certified recycled polyester",-0.01479314290136066,0.01479314290136066
cat__materials_text_100% LINEN SHIRT | Shirt with a Mandarin collar and long sleeves adjustable with a button. Front button closure. Patch pocket on the chest. Made from 100% linen fabric. | Composition: 100% linen | / 100% LINEN SHIRT | 100% linen | 100% certified European grown linen,-0.014017949177082743,0.014017949177082743
"cat__materials_text_Composition: 69% polyester, 26% viscose, 5% elastane | 69% polyester | 69% RCS-certified recycled polyester",-0.012710429782209468,0.012710429782209468
cat__materials_text_70% cotton | 30% polyester | 65% polyester | 35% cotton | 100% polyester | 30% RCS-certified recycled polyester | 70% RCS-certified recycled cotton,0.01264462322114278,0.01264462322114278
cat__colour_from_title_Mid-blue,0.012295992472672624,0.012295992472672624
cat__materials_text_Composition: 100% cotton | 100% cotton | 50% OCS certified organically grown cotton,0.012024196437257753,0.012024196437257753
"cat__materials_text_Composition: 51% polyamide, 49% polyester | 49% polyester | 49% RCS-certified recycled polyester",0.011972821746790575,0.011972821746790575
cat__made_in_Turkey,0.011578111131478292,0.011578111131478292
cat__materials_text_Composition: 100% cotton | 100% cotton | 20% RCS-certified recycled cotton,-0.011485469958546591,0.011485469958546591
"cat__materials_text_Composition: 52% polyester, 48% cellulose paste | 52% polyester | 52% RCS-certified recycled polyester",-0.011285332427444447,0.011285332427444447
cat__materials_text_75% wool | 100% polyester | 75% RWS certified wool | 100% RCS-certified recycled polyester,0.011224117036574915,0.011224117036574915
cat__colour_from_title_taupe brown,-0.011187524146092531,0.011187524146092531
"cat__materials_text_Composition: 88% polyester, 12% elastane | 88% polyester",-0.010946059244582796,0.010946059244582796
"cat__materials_text_Composition: 99% cotton, 1% viscose | 99% cotton",-0.010651937042408126,0.010651937042408126
cat__colour_from_title_Brown / Taupe,0.010612263297326341,0.010612263297326341
"cat__materials_text_Composition: 99% cotton, 1% elastane | 99% cotton | 70% OCS certified organically grown cotton | 29% RCS-certified recycled cotton",0.010399974183894637,0.010399974183894637
cat__materials_text_72% cotton | 80% polyester | 20% cotton | 72% OCS certified organically grown cotton | 20% RCS-certified recycled cotton | 80% RCS-certified recycled polyester,0.010311335226490996,0.010311335226490996
cat__colour_from_title_Light green,0.010267056217828228,0.010267056217828228
cat__colour_from_title_Sand / Black,-0.009572736519150615,0.009572736519150615
cat__colour_from_title_Dusty pink,0.00935073862246467,0.00935073862246467
cat__colour_from_title_Anthracite Gray,0.008829868915092253,0.008829868915092253
cat__made_in_Spain,0.008717250184618702,0.008717250184618702
cat__colour_from_title_striped,0.008514415668221174,0.008514415668221174
cat__colour_from_title_Indigo,0.008508688752820941,0.008508688752820941
cat__materials_text_100% cotton | 65% cotton | 35% polyester | 100% polyester | 100% RCS-certified recycled cotton | 65% OCS certified organically grown cotton | 35% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,0.00835759416247567,0.00835759416247567
"cat__materials_text_Composition: 70% viscose, 30% polyester | 30% polyester",-0.007202293029175923,0.007202293029175923
num__IN_discount_pct_display,-0.007201304465773912,0.007201304465773912
num__exchange_rate,0.007178250825880637,0.007178250825880637
cat__colour_from_title_Black,0.006543532161183764,0.006543532161183764
"cat__materials_text_Composition: 67% polyester, 27% viscose, 6% elastane | 67% polyester | 67% RCS-certified recycled polyester",0.006382144422967035,0.006382144422967035
cat__materials_text_Blazer with lapel collar and long sleeves. Front button closure. Front flap pockets and welt pocket at chest. Main fabric with 75% cotton and 22% linen. | 75% cotton | 25% linen | 100% polyester,-0.0054974290025640304,0.0054974290025640304
cat__colour_from_title_Dark olive,-0.005465127698833552,0.005465127698833552
cat__materials_text_100% LINEN TEXTURED WEAVE BLAZER | 100% linen | 62% cotton | 38% polyester | 95% polyester | / 100% LINEN TEXTURED WEAVE BLAZER | 100% certified European grown linen | 95% RCS-certified recycled polyester | 38% RCS-certified recycled polyester | 62% OCS certified organically grown cotton,-0.005465127698833552,0.005465127698833552
cat__materials_text_16% polyester | 16% RCS-certified recycled polyester,-0.005396044549407168,0.005396044549407168
cat__materials_text_93% polyester | 100% polyester | 100% cotton,-0.005138769469555694,0.005138769469555694
cat__materials_text_100% LINEN RELAXED FIT SHIRT | Composition: 100% linen | / 100% LINEN RELAXED FIT SHIRT | 100% linen,0.004982886634546061,0.004982886634546061
cat__materials_text_REGULAR FIT 100% LINEN SHIRT | Composition: 100% linen | / REGULAR FIT 100% LINEN SHIRT | 100% linen,0.004982886634546061,0.004982886634546061
cat__colour_from_title_Brown / Ecru,-0.004956275719529663,0.004956275719529663
"cat__materials_text_Composition: 87% cotton, 13% linen | 87% cotton | 13% linen",0.00493298079036401,0.00493298079036401
cat__materials_text_54% wool | 33% polyester | 100% polyester | 33% RCS-certified recycled polyester | 54% RCS-certified recycled wool | 100% RCS-certified recycled polyester,0.004651476579725231,0.004651476579725231
num__US_discount_pct_display,0.004359173877359891,0.004359173877359891
num__US_price_original_usd,0.004354828204334949,0.004354828204334949
cat__colour_from_title_Beige,0.004342492146770844,0.004342492146770844
cat__colour_from_title_Dark anthracite,-0.004307635840534148,0.004307635840534148
cat__colour_from_title_Ink blue,-0.004307635840534148,0.004307635840534148
cat__colour_from_title_Anthracite grey,-0.004179983489371238,0.004179983489371238
cat__colour_from_title_Sand,0.004115779246658245,0.004115779246658245
cat__materials_text_Composition: 100% cotton | 100% cotton | 70% RCS-certified recycled cotton | 30% OCS certified organically grown cotton,0.004041856087000308,0.004041856087000308
cat__colour_from_title_Blue / Indigo,0.003897886671589275,0.003897886671589275
"cat__materials_text_Composition: 93% viscose, 7% polyester | 7% polyester",-0.0038346134078682116,0.0038346134078682116
"cat__materials_text_Composition: 61% cotton, 39% polyester | 61% cotton | 39% polyester | 39% RCS-certified recycled polyester | 61% OCS certified organically grown cotton",0.0036253716253263927,0.0036253716253263927
num__IN_price_current_inr,-0.0031721224688962277,0.0031721224688962277
cat__materials_text_100% polyester | 80% cotton | 17% polyester,-0.003139007904484552,0.003139007904484552
cat__colour_from_title_Dark khaki,-0.0027476306138668766,0.0027476306138668766
cat__colour_from_title_Mink,0.0024375079712203266,0.0024375079712203266
cat__materials_text_Composition: 100% cotton | 100% cotton | 25% RCS-certified recycled cotton,0.0023406943052327665,0.0023406943052327665
cat__colour_from_title_Red / Navy,0.0019063574511016552,0.0019063574511016552
cat__colour_from_title_Gray / Blue,0.001466440616558153,0.001466440616558153
num__IN_price_original_inr,4.3028498408788e-06,4.3028498408788e-06
num__US_on_sale,-2.610685782977947e-16,2.610685782977947e-16
