name,colour_from_title,price_current_local,price_current_usd,price_original_local,discount_pct_display,discount_pct_calc,on_sale,materials_text,made_in,currency
ZW COLLECTION SATIN LACE DRESS - Brown | ZARA United States,Brown,99.90,99.90,,"
100",,True,100% polyester,,USD
