name,colour_from_title,price_current_inr,price_current_usd,price_original_inr,discount_pct_display,discount_pct_calc,on_sale,materials_text,made_in,currency
ZW COLLECTION SATIN LACE DRESS - Brown | ZARA India,Brown,5550.00,66.87,,"
100",,True,100% polyester,,INR
